compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
VPApC134,ADP,cell.pos,58-64-0,C00008,Purine metabolism
VPApC142,UTP,cell.pos,63-39-8,C00075,Neuroactive ligand-receptor interaction
VPApC147,ATP,cell.pos,56-65-5,C00002,Purine metabolism
VPApC153,PAF C18:1,cell.pos,86288-90-1,C04598,Neuroactive ligand-receptor interaction
VPApC154,PAF C18,cell.pos,79549-26-1,C04598,Neuroactive ligand-receptor interaction
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Ascorbate and aldarate metabolism
VPApC158,UDP-Glucuronic acid,cell.pos,2616-64-0,C00167,Amino sugar and nucleotide sugar metabolism
VPApC163,GSSG,cell.pos,27025-41-8,C00127,Thyroid hormone synthesis
VPApC164,NAD,cell.pos,53-84-9,C00003,Nicotinate and nicotinamide metabolism
VPApC168,NADP,cell.pos,53-59-8,C00006,Nicotinate and nicotinamide metabolism
VPApC169,PC(34:2),cell.pos,8002-43-5,C00157,Linoleic acid metabolism
VPApC171,PC(35:2),cell.pos,00-00-020,C00157,Linoleic acid metabolism
VPApC172,PC(36:4),cell.pos,00-00-021,C00157,Linoleic acid metabolism
VPApC174,PC(36:2),cell.pos,00-00-022,C00157,Linoleic acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid biosynthesis
VPAnM1,Urea,med.neg,57-13-6,C00086,Pyrimidine metabolism
VPAnM2,Methylglyoxal,med.neg,78-98-8,C00546,Propanoate metabolism
VPAnM3,Glyoxylic Acid,med.neg,298-12-4,C00048,"Glycine, serine and threonine metabolism"
VPAnM4,Propionic Acid,med.neg,79-09-4,C00163,Nicotinate and nicotinamide metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Pentose phosphate pathway
VPAnM7,Alanine,med.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
VPAnM8,Lactic Acid,med.neg,79-33-4,C00186,Pyruvate metabolism
VPAnM9,Acetoacetic Acid,med.neg,541-50-4,C00164,Lysine degradation
VPAnM10,Serine,med.neg,56-45-1,C00065,Cysteine and methionine metabolism
VPAnM14,Threonine,med.neg,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
VPAnM17,Taurine,med.neg,107-35-7,C00245,Sulfur metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Ascorbate and aldarate metabolism
VPAnM26,Glutamine,med.neg,56-85-9,C00064,Pyrimidine metabolism
VPAnM35,D-Glucose,med.neg,50-99-7,C00031,Galactose metabolism
VPAnM40,Glucuronic Acid,med.neg,06556-12-3,C00191,Amino sugar and nucleotide sugar metabolism
VPAnM47,Oleic Acid,med.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
VPAnM49,Arachidonic Acid,med.neg,506-32-1,C00219,Biosynthesis of unsaturated fatty acids
VPApM1,Alanine,med.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
VPApM4,Serine,med.pos,56-45-1,C00065,Cysteine and methionine metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,"Alanine, aspartate and glutamate metabolism"
VPApM11,Threonine,med.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
VPApM13,Taurine,med.pos,107-35-7,C00245,Sulfur metabolism
VPApM21,Glutamine,med.pos,56-85-9,C00064,Pyrimidine metabolism
VPApM22,Lysine,med.pos,56-87-1,C00047,Biotin metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Arginine and proline metabolism
VPApM35,Arginine,med.pos,74-79-3,C00062,Arginine and proline metabolism
VPApM36,D-Glucose,med.pos,50-99-7,C00031,Galactose metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Lysine degradation
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Pentose and glucuronate interconversions
VPAnC10,Lactic Acid,cell.neg,79-33-4,C00186,Propanoate metabolism
VPAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,Glyoxylate and dicarboxylate metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,"Alanine, aspartate and glutamate metabolism"
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Arginine biosynthesis
VPAnC56,Glutamine,cell.neg,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
VPAnC83,Cysteic Acid,cell.neg,498-40-8,C00506,Neuroactive ligand-receptor interaction
VPAnC86,G3P,cell.neg,591-57-1,C00118,Galactose metabolism
VPAnC97,myo-Inositol,cell.neg,87-89-8,C00137,Inositol phosphate metabolism
VPAnC98,D-Glucose,cell.neg,50-99-7,C00031,Starch and sucrose metabolism
VPAnC99,Tyrosine,cell.neg,60-18-4,C00082,Tyrosine metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Glycerolipid metabolism
VPAnC109,Glucuronic Acid,cell.neg,06556-12-3,C00191,Inositol phosphate metabolism
VPAnC136,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
VPAnC166,LTB4,cell.neg,71160-24-2,C02165,Neuroactive ligand-receptor interaction
VPAnC178,UDP,cell.neg,58-98-0,C00015,Neuroactive ligand-receptor interaction
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Pyrimidine metabolism
VPAnC209,PC(36:4),cell.neg,00-00-021,C00157,alpha-Linolenic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid elongation
VPApC1,Glycine,cell.pos,56-40-6,C00037,Lysine degradation
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Tyrosine metabolism
VPApC44,Glutamine,cell.pos,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
VPApC64,Cysteic Acid,cell.pos,498-40-8,C00506,Neuroactive ligand-receptor interaction
VPApC67,G3P,cell.pos,591-57-1,C00118,Galactose metabolism
VPApC73,Tyrosine,cell.pos,60-18-4,C00082,Tyrosine metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Amino sugar and nucleotide sugar metabolism
VPApC104,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Pyrimidine metabolism
VPApC169,PC(34:2),cell.pos,8002-43-5,C00157,alpha-Linolenic acid metabolism
VPApC171,PC(35:2),cell.pos,00-00-020,C00157,alpha-Linolenic acid metabolism
VPApC172,PC(36:4),cell.pos,00-00-021,C00157,alpha-Linolenic acid metabolism
VPApC174,PC(36:2),cell.pos,00-00-022,C00157,alpha-Linolenic acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid elongation
VPAnM1,Urea,med.neg,57-13-6,C00086,Arginine and proline metabolism
VPAnM3,Glyoxylic Acid,med.neg,298-12-4,C00048,Arginine and proline metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,Lysine degradation
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Pentose and glucuronate interconversions
VPAnM8,Lactic Acid,med.neg,79-33-4,C00186,Propanoate metabolism
VPAnM9,Acetoacetic Acid,med.neg,541-50-4,C00164,Tyrosine metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Arginine biosynthesis
VPAnM26,Glutamine,med.neg,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
VPAnM34,myo-Inositol,med.neg,87-89-8,C00137,Inositol phosphate metabolism
VPAnM35,D-Glucose,med.neg,50-99-7,C00031,Starch and sucrose metabolism
VPAnM36,Tyrosine,med.neg,60-18-4,C00082,Tyrosine metabolism
VPAnM40,Glucuronic Acid,med.neg,06556-12-3,C00191,Inositol phosphate metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Tyrosine metabolism
VPApM21,Glutamine,med.pos,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
VPApM36,D-Glucose,med.pos,50-99-7,C00031,Starch and sucrose metabolism
VPApM37,Tyrosine,med.pos,60-18-4,C00082,Tyrosine metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Ascorbate and aldarate metabolism
VPAnC14,GABA,cell.neg,56-12-2,C00334,Nicotinate and nicotinamide metabolism
VPAnC17,Serine,cell.neg,56-45-1,C00065,Sphingolipid metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Tyrosine metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,Cysteine and methionine metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,"Alanine, aspartate and glutamate metabolism"
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Histidine metabolism
VPAnC80,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Pyruvate metabolism
VPAnC98,D-Glucose,cell.neg,50-99-7,C00031,Amino sugar and nucleotide sugar metabolism
VPAnC99,Tyrosine,cell.neg,60-18-4,C00082,Phenylalanine metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Glyoxylate and dicarboxylate metabolism
VPAnC105,N-alpha-Acetylglutamine,cell.neg,2490-97-3,C00624,2-Oxocarboxylic acid metabolism
VPAnC106,N-Acetylglutamic Acid,cell.neg,1188-37-0,C00624,2-Oxocarboxylic acid metabolism
VPAnC134,Palmitic Acid,cell.neg,57-10-3,C00249,Biosynthesis of unsaturated fatty acids
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Starch and sucrose metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid degradation
VPApC11,Serine,cell.pos,56-45-1,C00065,Sphingolipid metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Phenylalanine metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Cysteine and methionine metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Histidine metabolism
VPApC73,Tyrosine,cell.pos,60-18-4,C00082,Phenylalanine metabolism
VPApC78,N-alpha-Acetylglutamine,cell.pos,2490-97-3,C00624,2-Oxocarboxylic acid metabolism
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Starch and sucrose metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid degradation
VPAnM1,Urea,med.neg,57-13-6,C00086,Biotin metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Ascorbate and aldarate metabolism
VPAnM9,Acetoacetic Acid,med.neg,541-50-4,C00164,Propanoate metabolism
VPAnM10,Serine,med.neg,56-45-1,C00065,Sphingolipid metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,"Alanine, aspartate and glutamate metabolism"
VPAnM35,D-Glucose,med.neg,50-99-7,C00031,Amino sugar and nucleotide sugar metabolism
VPAnM36,Tyrosine,med.neg,60-18-4,C00082,Phenylalanine metabolism
VPApM4,Serine,med.pos,56-45-1,C00065,Sphingolipid metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Phenylalanine metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Histidine metabolism
VPApM36,D-Glucose,med.pos,50-99-7,C00031,Amino sugar and nucleotide sugar metabolism
VPApM37,Tyrosine,med.pos,60-18-4,C00082,Phenylalanine metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,"Alanine, aspartate and glutamate metabolism"
VPAnC17,Serine,cell.neg,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Phenylalanine metabolism
VPAnC32,Taurine,cell.neg,107-35-7,C00245,Neuroactive ligand-receptor interaction
VPAnC34,Ketoleucine,cell.neg,816-66-0,C00233,2-Oxocarboxylic acid metabolism
VPAnC56,Glutamine,cell.neg,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Taurine and hypotaurine metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Inositol phosphate metabolism
VPAnC114,Homocitric Acid,cell.neg,3562-74-1,C01251,2-Oxocarboxylic acid metabolism
VPAnC155,Glutathione,cell.neg,70-18-8,C00051,Thyroid hormone synthesis
VPAnC167,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Biosynthesis of terpenoids and steroids
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Amino sugar and nucleotide sugar metabolism
VPAnC208,NADP,cell.neg,53-59-8,C00006,Thyroid hormone synthesis
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Synthesis and degradation of ketone bodies
VPApC11,Serine,cell.pos,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
VPApC25,Taurine,cell.pos,107-35-7,C00245,Neuroactive ligand-receptor interaction
VPApC30,Ketoleucine,cell.pos,816-66-0,C00233,2-Oxocarboxylic acid metabolism
VPApC44,Glutamine,cell.pos,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Taurine and hypotaurine metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Inositol phosphate metabolism
VPApC106,Adenosine,cell.pos,58-61-7,C00212,Neuroactive ligand-receptor interaction
VPApC117,Glutathione,cell.pos,70-18-8,C00051,Thyroid hormone synthesis
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Amino sugar and nucleotide sugar metabolism
VPApC168,NADP,cell.pos,53-59-8,C00006,Thyroid hormone synthesis
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Synthesis and degradation of ketone bodies
VPAnM3,Glyoxylic Acid,med.neg,298-12-4,C00048,Glyoxylate and dicarboxylate metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,"Alanine, aspartate and glutamate metabolism"
VPAnM10,Serine,med.neg,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
VPAnM17,Taurine,med.neg,107-35-7,C00245,Neuroactive ligand-receptor interaction
VPAnM20,Ketoleucine,med.neg,816-66-0,C00233,2-Oxocarboxylic acid metabolism
VPAnM26,Glutamine,med.neg,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
VPApM4,Serine,med.pos,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
VPApM13,Taurine,med.pos,107-35-7,C00245,Neuroactive ligand-receptor interaction
VPApM21,Glutamine,med.pos,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Taurine and hypotaurine metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Glutathione metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,"Glycine, serine and threonine metabolism"
VPAnC8,Beta-Alanine,cell.neg,107-95-9,C00099,Neuroactive ligand-receptor interaction
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Pyruvate metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,Histidine metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Histidine metabolism
VPAnC73,2-Aminoadipic Acid,cell.neg,542-32-5,C00956,2-Oxocarboxylic acid metabolism
VPAnC91,cis-Aconitic Acid,cell.neg,499-12-7,C00417,Biosynthesis of terpenoids and steroids
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,Biosynthesis of terpenoids and steroids
VPApC1,Glycine,cell.pos,56-40-6,C00037,Glutathione metabolism
VPApC7,Beta-Alanine,cell.pos,107-95-9,C00099,Neuroactive ligand-receptor interaction
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Pyruvate metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Histidine metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Biosynthesis of terpenoids and steroids
VPAnM5,Glycine,med.neg,56-40-6,C00037,Glutathione metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,"Glycine, serine and threonine metabolism"
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Histidine metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Pyruvate metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Glyoxylate and dicarboxylate metabolism
VPAnC17,Serine,cell.neg,56-45-1,C00065,Sulfur metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,beta-Alanine metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Glutathione metabolism
VPAnC62,Methionine,cell.neg,63-68-3,C00073,2-Oxocarboxylic acid metabolism
VPAnC134,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid metabolism
VPAnC148,Sedoheptulose 7-phosphate,cell.neg,2646-35-7,C05382,Carbon metabolism
VPAnC166,LTB4,cell.neg,71160-24-2,C02165,Eicosanoids
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Glycerolipid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,"Valine, leucine and isoleucine degradation"
VPApC1,Glycine,cell.pos,56-40-6,C00037,Glyoxylate and dicarboxylate metabolism
VPApC11,Serine,cell.pos,56-45-1,C00065,Sulfur metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Glyoxylate and dicarboxylate metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,beta-Alanine metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Glutathione metabolism
VPApC48,Methionine,cell.pos,63-68-3,C00073,2-Oxocarboxylic acid metabolism
VPApC77,O-Phosphoserine,cell.pos,407-41-0,C01005,Carbon metabolism
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Glycerolipid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,"Valine, leucine and isoleucine degradation"
VPAnM5,Glycine,med.neg,56-40-6,C00037,Glyoxylate and dicarboxylate metabolism
VPAnM10,Serine,med.neg,56-45-1,C00065,Sulfur metabolism
VPAnM27,Methionine,med.neg,63-68-3,C00073,2-Oxocarboxylic acid metabolism
VPApM4,Serine,med.pos,56-45-1,C00065,Sulfur metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Glyoxylate and dicarboxylate metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Glutathione metabolism
VPApM24,Methionine,med.pos,63-68-3,C00073,2-Oxocarboxylic acid metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Cysteine and methionine metabolism
VPAnC39,Leucine,cell.neg,61-90-5,C00123,2-Oxocarboxylic acid metabolism
VPAnC45,Malic Acid,cell.neg,97-67-6,C00149,Biosynthesis of terpenoids and steroids
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Taurine and hypotaurine metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Thiamine metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Biosynthesis of terpenoids and steroids
VPAnC127,Ribose 5-Phosphate,cell.neg,4300-28-1,C00117,Carbon metabolism
VPAnC181,ADP,cell.neg,58-64-0,C00008,Neuroactive ligand-receptor interaction
VPAnC184,Tetrahydrofolic Acid,cell.neg,135-16-0,C00101,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,"Valine, leucine and isoleucine biosynthesis"
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Propanoate metabolism
VPApC34,Leucine,cell.pos,61-90-5,C00123,2-Oxocarboxylic acid metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Thiamine metabolism
VPApC134,ADP,cell.pos,58-64-0,C00008,Neuroactive ligand-receptor interaction
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,"Valine, leucine and isoleucine biosynthesis"
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Cysteine and methionine metabolism
VPAnM22,Leucine,med.neg,61-90-5,C00123,2-Oxocarboxylic acid metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Taurine and hypotaurine metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Propanoate metabolism
VPApM18,Leucine,med.pos,61-90-5,C00123,2-Oxocarboxylic acid metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Thiamine metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,"Valine, leucine and isoleucine biosynthesis"
VPAnC14,GABA,cell.neg,56-12-2,C00334,Neuroactive ligand-receptor interaction
VPAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,Carbon metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Vitamin B6 metabolism
VPAnC99,Tyrosine,cell.neg,60-18-4,C00082,Thiamine metabolism
VPApC1,Glycine,cell.pos,56-40-6,C00037,Thiamine metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Vitamin B6 metabolism
VPApC73,Tyrosine,cell.pos,60-18-4,C00082,Thiamine metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,Thiamine metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,"Valine, leucine and isoleucine biosynthesis"
VPAnM36,Tyrosine,med.neg,60-18-4,C00082,Thiamine metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
VPApM37,Tyrosine,med.pos,60-18-4,C00082,Thiamine metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Arginine and proline metabolism
VPAnC6,Alanine,cell.neg,56-41-7,C00041,Carbon metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Nicotinate and nicotinamide metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,Nicotinate and nicotinamide metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Glyoxylate and dicarboxylate metabolism
VPAnC80,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Biosynthesis of terpenoids and steroids
VPAnC127,Ribose 5-Phosphate,cell.neg,4300-28-1,C00117,Thyroid hormone synthesis
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Lysine degradation
VPApC5,Alanine,cell.pos,56-41-7,C00041,Carbon metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Nicotinate and nicotinamide metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Lysine degradation
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Arginine and proline metabolism
VPAnM7,Alanine,med.neg,56-41-7,C00041,Carbon metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Glyoxylate and dicarboxylate metabolism
VPApM1,Alanine,med.pos,56-41-7,C00041,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Tyrosine metabolism
VPAnC38,Isoleucine,cell.neg,73-32-5,C00407,2-Oxocarboxylic acid metabolism
VPAnC57,Lysine,cell.neg,56-87-1,C00047,2-Oxocarboxylic acid metabolism
VPAnC167,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Carbon metabolism
VPAnC193,ATP,cell.neg,56-65-5,C00002,Neuroactive ligand-receptor interaction
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Phenylalanine metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Nicotinate and nicotinamide metabolism
VPApC33,Isoleucine,cell.pos,73-32-5,C00407,2-Oxocarboxylic acid metabolism
VPApC45,Lysine,cell.pos,56-87-1,C00047,2-Oxocarboxylic acid metabolism
VPApC147,ATP,cell.pos,56-65-5,C00002,Neuroactive ligand-receptor interaction
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Phenylalanine metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Tyrosine metabolism
VPAnM21,Isoleucine,med.neg,73-32-5,C00407,2-Oxocarboxylic acid metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Nicotinate and nicotinamide metabolism
VPApM17,Isoleucine,med.pos,73-32-5,C00407,2-Oxocarboxylic acid metabolism
VPApM22,Lysine,med.pos,56-87-1,C00047,2-Oxocarboxylic acid metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Phenylalanine metabolism
VPAnC29,Valine,cell.neg,72-18-4,C00183,2-Oxocarboxylic acid metabolism
VPApC19,Valine,cell.pos,72-18-4,C00183,2-Oxocarboxylic acid metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Sulfur metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Phenylalanine metabolism
VPAnM13,Valine,med.neg,72-18-4,C00183,2-Oxocarboxylic acid metabolism
VPApM9,Valine,med.pos,72-18-4,C00183,2-Oxocarboxylic acid metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Sulfur metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Biosynthesis of terpenoids and steroids
VPAnC86,G3P,cell.neg,591-57-1,C00118,Biosynthesis of terpenoids and steroids
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Tryptophan metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Biosynthesis of terpenoids and steroids
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Tryptophan metabolism
VPAnM3,Glyoxylic Acid,med.neg,298-12-4,C00048,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Taurine and hypotaurine metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Carbon metabolism
VPAnC113,Tryptophan,cell.neg,73-22-3,C00078,2-Oxocarboxylic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,beta-Alanine metabolism
VPApC82,Tryptophan,cell.pos,73-22-3,C00078,2-Oxocarboxylic acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,beta-Alanine metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Taurine and hypotaurine metabolism
VPAnM42,Tryptophan,med.neg,73-22-3,C00078,2-Oxocarboxylic acid metabolism
VPApM41,Tryptophan,med.pos,73-22-3,C00078,2-Oxocarboxylic acid metabolism
VPAnC17,Serine,cell.neg,56-45-1,C00065,Carbon metabolism
VPAnC77,Phenylalanine,cell.neg,63-91-2,C00079,2-Oxocarboxylic acid metabolism
VPAnC136,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Taurine and hypotaurine metabolism
VPApC11,Serine,cell.pos,56-45-1,C00065,Carbon metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Biosynthesis of terpenoids and steroids
VPApC61,Phenylalanine,cell.pos,63-91-2,C00079,2-Oxocarboxylic acid metabolism
VPApC104,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Carbon metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Taurine and hypotaurine metabolism
VPAnM10,Serine,med.neg,56-45-1,C00065,Carbon metabolism
VPAnM32,Phenylalanine,med.neg,63-91-2,C00079,2-Oxocarboxylic acid metabolism
VPApM4,Serine,med.pos,56-45-1,C00065,Carbon metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Biosynthesis of terpenoids and steroids
VPApM32,Phenylalanine,med.pos,63-91-2,C00079,2-Oxocarboxylic acid metabolism
