ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C01996,C7H16NO2,146.2074,146.1181,Glycerophospholipid metabolism;cAMP signaling pathway;Neuroactive ligand-receptor interaction;Synaptic vesicle cycle;Cholinergic synapse;Taste transduction;Regulation of actin cytoskeleton;Insulin secretion;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Bile secretion;Nicotine addiction,Acetylcholine;O-Acetylcholine,R01023 R01026,R01023 R01026,Compounds with biological roles [BR:br08001]; Hormones and transmitters;  Neurotransmitters;   Acetylcholine;    C01996  Acetylcholine;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; S SENSORY ORGANS;  S01 OPHTHALMOLOGICALS;   S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS;    S01EB Parasympathomimetics;     S01EB09 Acetylcholine;      C01996  Acetylcholine,CAS: 51-84-3;PubChem: 5093;ChEBI: 15355;ChEMBL: CHEMBL667;PDB-CCD: ACH;3DMET: B00379;NIKKAJI: J4.127K
C04227,C8H11NO2,153.1784,153.079,Neuroactive ligand-receptor interaction,Octopamine;1-(4-Hydroxyphenyl)-2-aminoethanol;p-Hydroxyphenylethanolamine,R03358,R03358,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C01 CARDIAC THERAPY;   C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES;    C01CA Adrenergic and dopaminergic agents;     C01CA18 Octopamine;      C04227  Octopamine,CAS: 104-14-3;PubChem: 6898;ChEBI: 17134 44715;ChEMBL: CHEMBL1160703;KNApSAcK: C00001425;PDB-CCD: OTR;NIKKAJI: J5.024E
C00836,C18H39NO2,301.5078,301.2981,Sphingolipid metabolism;Metabolic pathways;Sphingolipid signaling pathway,"Sphinganine;Dihydrosphingosine;2-Amino-1,3-dihydroxyoctadecane",R02976 R02978 R02979 R06517 R06518 R06520 R06525,R02976 R02978 R02979 R06517 R06518 R06520 R06525,Lipids [BR:br08002]; SP  Sphingolipids;  SP01 Sphingoid bases;   SP0102 Sphinganines;    C00836  Sphinganine,CAS: 764-22-7;PubChem: 4094;ChEBI: 16566;ChEMBL: CHEMBL448741;LIPIDMAPS: LMSP01020001;LipidBank: DLB0010;KNApSAcK: C00007540;3DMET: B04734;NIKKAJI: J14.383I
C02630,C5H8O5,148.114,148.0372,Butanoate metabolism;C5-Branched dibasic acid metabolism,2-Hydroxyglutarate;alpha-Hydroxyglutarate,R00932 R03534 R04000 R08198,R00932 R03534 R04000 R08198,,CAS: 2889-31-8;PubChem: 5610;ChEBI: 17084;LIPIDMAPS: LMFA01050483;3DMET: B00467;NIKKAJI: J527.822H
C02774,C10H20O3,188.264,188.1412,,10-Hydroxydecanoic acid;10-Hydroxydecanoate,R03886,R03886,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0105 Hydroxy fatty acids;    C02774  4-Hydroxybutanoic acid;    C02774  10-Hydroxydecanoic acid,CAS: 1679-53-4;PubChem: 5726;ChEBI: 17409;LipidBank: DFA0299;3DMET: B01599;NIKKAJI: J195.322B
C04083,C10H13N5,203.2437,203.1171,Zeatin biosynthesis;Biosynthesis of secondary metabolites;Plant hormone signal transduction,"N6-(Delta2-Isopentenyl)-adenine;N6-(3-Methylbut-2-enyl)adenine;6-(gamma,gamma-Dimethylallylamino)purine;N6-Dimethylallyladenine",R03726 R05708 R08068 R08072,R03726 R05708 R08068 R08072,Pesticides [BR:br08007]; Pesticides;  Plant growth regulators;   Cytokinins;    C04083  N6-(delta2-Isopentenyl)-adenine,CAS: 2365-40-4;PubChem: 6776;ChEBI: 17660;ChEMBL: CHEMBL476189;KNApSAcK: C00000094;PDB-CCD: ZIP;3DMET: B01716;NIKKAJI: J120.788A
C11512,C13H20O3,224.2961,224.1412,alpha-Linolenic acid metabolism;Biosynthesis of secondary metabolites,Methyl jasmonate;(-)-Methyl jasmonate,R05759,R05759,Lipids [BR:br08002]; FA  Fatty acyls;  FA02 Octadecanoids;   FA0202 jasmonic acids;    C11512  Methyl jasmonate,CAS: 1211-29-6;PubChem: 13682;ChEBI: 15929;ChEMBL: CHEMBL2139332;LIPIDMAPS: LMFA02020010;KNApSAcK: C00000219;3DMET: B04270;NIKKAJI: J128.619F
C02721,C4H9NO2,103.1198,103.0633,,N-Methyl-L-alanine,R01584,R01584,,CAS: 3913-67-5;PubChem: 5683;ChEBI: 17519;ChEMBL: CHEMBL1234201;PDB-CCD: MAA;NIKKAJI: J130.628F
C01035,C5H11N3O2,145.1597,145.0851,Arginine and proline metabolism;Metabolic pathways,4-Guanidinobutanoate;4-Guanidinobutyric acid,R01989 R01990 R03177 R03180,R01989 R01990 R03177 R03180,,PubChem: 4278;ChEBI: 15728;ChEMBL: CHEMBL21157;PDB-CCD: ALG;3DMET: B00225;NIKKAJI: J196.182I
C03404,C10H13NO3,195.2151,195.0895,,L-Tyrosine methyl ester,R04213,R04213,,CAS: 1080-06-4;PubChem: 6233;ChEBI: 17215;ChEMBL: CHEMBL300797;NIKKAJI: J5.190J
C00645,C8H15NO6,221.2078,221.0899,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,N-Acetyl-D-mannosamine;2-Acetamido-2-deoxy-D-mannose,R00414 R01207 R01804 R01811 R02705 R02706 R02707,R00414 R01207 R01804 R01811 R02705 R02706 R02707,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Amino sugars;    C00645  N-Acetyl-D-mannosamine,CAS: 3615-17-6;PubChem: 3918;ChEBI: 17122 63153;ChEMBL: CHEMBL1231391;KNApSAcK: C00019583;PDB-CCD: BM3 BM7;3DMET: B04710;NIKKAJI: J149.444I
C00559,C10H13N5O3,251.2419,251.1018,Purine metabolism;Metabolic pathways,Deoxyadenosine;2'-Deoxyadenosine,R02088 R02089 R02556 R02557,R02088 R02089 R02556 R02557,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleosides;   Deoxyribonucleosides;    C00559  Deoxyadenosine (dA),CAS: 958-09-8;PubChem: 3839;ChEBI: 17256;ChEMBL: CHEMBL449329;KNApSAcK: C00019281;PDB-CCD: 3D1;3DMET: B01287;NIKKAJI: J80.042B
C00575,C10H12N5O6P,329.2059,329.0525,"Purine metabolism;Endocrine resistance;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Escherichia coli;MAPK signaling pathway;Ras signaling pathway;Rap1 signaling pathway;Calcium signaling pathway;cGMP-PKG signaling pathway;cAMP signaling pathway;Chemokine signaling pathway;Phospholipase D signaling pathway;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Longevity regulating pathway;Longevity regulating pathway - multiple species;Adrenergic signaling in cardiomyocytes;Vascular smooth muscle contraction;Hedgehog signaling pathway;Apelin signaling pathway;Gap junction;Platelet activation;Leukocyte transendothelial migration;Circadian rhythm;Circadian entrainment;Thermogenesis;Long-term potentiation;Retrograde endocannabinoid signaling;Glutamatergic synapse;Cholinergic synapse;Serotonergic synapse;GABAergic synapse;Dopaminergic synapse;Olfactory transduction;Taste transduction;Inflammatory mediator regulation of TRP channels;Insulin signaling pathway;Insulin secretion;GnRH signaling pathway;Ovarian steroidogenesis;Progesterone-mediated oocyte maturation;Estrogen signaling pathway;Melanogenesis;Thyroid hormone synthesis;Thyroid hormone signaling pathway;Oxytocin signaling pathway;Glucagon signaling pathway;Regulation of lipolysis in adipocytes;Renin secretion;Aldosterone synthesis and secretion;Relaxin signaling pathway;Cortisol synthesis and secretion;Parathyroid hormone synthesis, secretion and action;Cushing syndrome;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Vasopressin-regulated water reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Bile secretion;Parkinson disease;Prion diseases;Cocaine addiction;Amphetamine addiction;Morphine addiction;Alcoholism;Vibrio cholerae infection;Biofilm formation - Vibrio cholerae;Pertussis;Chagas disease (American trypanosomiasis);Amoebiasis;Human papillomavirus infection;Human T-cell leukemia virus 1 infection;Pathways in cancer;Dilated cardiomyopathy (DCM)","3',5'-Cyclic AMP;Cyclic adenylic acid;Cyclic AMP;Adenosine 3',5'-phosphate;Adenosine 3',5'-cyclic phosphate;cAMP",R00089 R00191 R11619,R00089 R00191 R11619,"Compounds with biological roles [BR:br08001]; Nucleic acids;  Cyclic nucleotides;   3',5'-Cyclic nuclcleotides;    C00575  3',5'-Cyclic AMP",CAS: 60-92-4;PubChem: 3854;ChEBI: 17489;ChEMBL: CHEMBL316966;KNApSAcK: C00001497;PDB-CCD: CMP;3DMET: B01289;NIKKAJI: J4.811I
C04677,C9H15N4O8P,338.2112,338.0628,Purine metabolism;Histidine metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;AMPK signaling pathway,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide;5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide;5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide;AICAR;5-Aminoimidazole-4-carboxamide ribotide;5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole;5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide;5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide,R04378 R04558 R04559 R04560 R06975 R12152,R04378 R04558 R04559 R04560 R06975 R12152,,CAS: 3031-94-5;PubChem: 7258;ChEBI: 18406;ChEMBL: CHEMBL483849;KNApSAcK: C00007383;PDB-CCD: AMZ;3DMET: B01774;NIKKAJI: J7.665A
C01081,C12H18N4O4PS,345.3345,345.0786,Thiamine metabolism;Metabolic pathways,Thiamin monophosphate;Thiamine monophosphate;Thiamin phosphate;Thiamine phosphate;TMP,R00615 R00617 R02134 R02135 R03223 R10712 R11312,R00615 R00617 R02134 R02135 R03223 R10712 R11312,,PubChem: 4319;ChEBI: 9533;ChEMBL: CHEMBL1236378;KNApSAcK: C00019628;PDB-CCD: TPS;3DMET: B00237;NIKKAJI: J221.489J
C02140,C21H30O4,346.4605,346.2144,Steroid hormone biosynthesis;Metabolic pathways;Regulation of lipolysis in adipocytes;Aldosterone synthesis and secretion;Prion diseases,"Corticosterone;11beta,21-Dihydroxy-4-pregnene-3,20-dione;Kendall's compound B;Reichstein's substance H",R03262 R03847 R03848 R03849 R03850 R03851,R03262 R03847 R03848 R03849 R03850 R03851,"Compounds with biological roles [BR:br08001]; Steroids;  21-Carbon atoms;   Pregnane derivatives;    C02140  Corticosterone; Hormones and transmitters;  Steroid hormones;   Mineralocorticoids;    C02140  Corticosterone;Lipids [BR:br08002]; ST  Sterol Lipids;  ST02 Steroids;   ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives;    C02140  Corticosterone",CAS: 50-22-6;PubChem: 5219;ChEBI: 16827;ChEMBL: CHEMBL110739 CHEMBL1513569;LIPIDMAPS: LMST02030186;LipidBank: SST0168;PDB-CCD: C0R;3DMET: B01538;NIKKAJI: J5.239F
C00362,C10H14N5O7P,347.2212,347.0631,Purine metabolism;Metabolic pathways,dGMP;2'-Deoxyguanosine 5'-monophosphate;2'-Deoxyguanosine 5'-phosphate;Deoxyguanylic acid;Deoxyguanosine monophosphate,R01855 R01967 R01968 R02090,R01855 R01967 R01968 R02090,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00362  dGMP,CAS: 902-04-5;PubChem: 3653;ChEBI: 16192;ChEMBL: CHEMBL477487;KNApSAcK: C00019356;PDB-CCD: DG DGP;3DMET: B01228;NIKKAJI: J195.198J
C00735,C21H30O5,362.4599,362.2093,Steroid hormone biosynthesis;Metabolic pathways;Neuroactive ligand-receptor interaction;Cortisol synthesis and secretion;Cushing syndrome;Aldosterone-regulated sodium reabsorption;Bile secretion;Pathways in cancer;Prostate cancer;Glucocorticoid and mineralocorticoid receptor agonists/antagonists,"Cortisol;Hydrocortisone;11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione;Kendall's compound F;Reichstein's substance M",R02834 R02836 R02837 R02838 R02839 R02840 R02841 R02843;R08995,R02834 R02836 R02837 R02838 R02839 R02840 R02841 R02843;R08995,"Compounds with biological roles [BR:br08001]; Steroids;  21-Carbon atoms;   Pregnane derivatives;    C00735  Cortisol; Hormones and transmitters;  Steroid hormones;   Glucocorticoids;    C00735  Cortisol;Lipids [BR:br08002]; ST  Sterol Lipids;  ST02 Steroids;   ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives;    C00735  Cortisol;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A01 STOMATOLOGICAL PREPARATIONS;   A01A STOMATOLOGICAL PREPARATIONS;    A01AC Corticosteroids for local oral treatment;     A01AC03 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;  A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS;   A07E INTESTINAL ANTIINFLAMMATORY AGENTS;    A07EA Corticosteroids acting locally;     A07EA02 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;; C CARDIOVASCULAR SYSTEM;  C05 VASOPROTECTIVES;   C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE;    C05AA Corticosteroids;     C05AA01 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;; D DERMATOLOGICALS;  D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS;   D07A CORTICOSTEROIDS, PLAIN;    D07AA Corticosteroids, weak (group I);     D07AA02 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;   D07X CORTICOSTEROIDS, OTHER COMBINATIONS;    D07XA Corticosteroids, weak, other combinations;     D07XA01 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;; H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS;  H02 CORTICOSTEROIDS FOR SYSTEMIC USE;   H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN;    H02AB Glucocorticoids;     H02AB09 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;; S SENSORY ORGANS;  S01 OPHTHALMOLOGICALS;   S01B ANTIINFLAMMATORY AGENTS;    S01BA Corticosteroids, plain;     S01BA02 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;   S01C ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION;    S01CB Corticosteroids/antiinfectives/mydriatics in combination;     S01CB03 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;  S02 OTOLOGICALS;   S02B CORTICOSTEROIDS;    S02BA Corticosteroids;     S02BA01 Hydrocortisone;      D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;USP drug classification [BR:br08302]; Hormonal Agents, Stimulant/Replacement/Modifying (Adrenal);  Hydrocortisone;   D00088  Hydrocortisone (JP17/USP/INN);  Hydrocortisone;   D00088  Hydrocortisone (JP17/USP/INN);  Hydrocortisone;   D00088  Hydrocortisone (JP17/USP/INN); Inflammatory Bowel Disease Agents;  Glucocorticoids;   Hydrocortisone;    D00088  Hydrocortisone (JP17/USP/INN);Therapeutic category of drugs in Japan [BR:br08301]; 2  Agents affecting individual organs;  24  Hormones;   245  Adrenal hormone preparations;    2452  Cortisones;     D00088  Hydrocortisone (JP17/USP/INN);Classification of Japanese OTC drugs [BR:br08313]; Agents for integumentary system;  57 Analgesic, antipruritic, astringent, and anti-inflammatory remedies (incl. gel patches);   D00088  Hydrocortisone (JP17/USP/INN);Risk category of Japanese OTC drugs [BR:br08312]; Designated second-class OTC drugs;  Inorganic and organic chemicals;   Hydrocortisone;    D00088  Hydrocortisone (JP17/USP/INN); Second-class OTC drugs;  Inorganic and organic chemicals;   Hydrocortisone;    D00088  Hydrocortisone (JP17/USP/INN);Target-based classification of drugs [BR:br08310]; Nuclear receptors;  Estrogen like receptors;   3-Ketosteroid receptor;    NR3C1 (GR);     D00088  Hydrocortisone (JP17/USP/INN) &lt;JP/US&gt;;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00088  Hydrocortisone;Drug classes of therapeutic agents [br08360.html]; Endocrine and hormonal agents;  D00088;Topical steroids potency [br08317.html]; Classification in the USA;  D00088;New drug approvals in Europe [br08329.html]; European public assessment reports (EPAR) authorised medicine;  D00088;Rx-to-OTC switch list in the USA [br08315.html]; D00088",CAS: 50-23-7;PubChem: 3998;ChEBI: 17650;ChEMBL: CHEMBL1092578 CHEMBL196519 CHEMBL389621;LIPIDMAPS: LMST02030001;LipidBank: SST0244;PDB-CCD: HCY;3DMET: B01319;NIKKAJI: J1.908I
C02946,C6H11NO3,145.1564,145.0739,Arginine and proline metabolism;Metabolic pathways,4-Acetamidobutanoate;N4-Acetylaminobutanoate,R01987 R05050,R01987 R05050,,PubChem: 5865;ChEBI: 11951 17645;3DMET: B00519;NIKKAJI: J35.110E
C01487,C6H12O6,180.1559,180.0634,Fructose and mannose metabolism;Microbial metabolism in diverse environments;ABC transporters,D-Allose,R03576,R03576,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Aldoses;    C01487  D-Allose,CAS: 2595-97-3;PubChem: 4657;ChEBI: 4093;ChEMBL: CHEMBL1222152;PDB-CCD: AFD ALL;3DMET: B04798;NIKKAJI: J14.386C
C00124,C6H12O6,180.1559,180.0634,Galactose metabolism;Metabolic pathways;Bacterial chemotaxis;Phosphotransferase system (PTS);Carbohydrate digestion and absorption;Mineral absorption,D-Galactose;D-Galactopyranose,R01093 R01094 R01095 R01096 R01097 R01098 R01099 R01100;R01101 R01103 R01104 R01105 R01194 R01329 R01678 R02926;R03355 R03617 R03618 R03634 R04019 R04470 R04633 R05112;R05549 R05961 R05994 R06010 R06070 R06091 R06093 R06094;R06096 R06098 R06099 R06114 R06136 R06142 R06152 R06202;R07807 R08544 R10619 R10622 R11171,R01093 R01094 R01095 R01096 R01097 R01098 R01099 R01100;R01101 R01103 R01104 R01105 R01194 R01329 R01678 R02926;R03355 R03617 R03618 R03634 R04019 R04470 R04633 R05112;R05549 R05961 R05994 R06010 R06070 R06091 R06093 R06094;R06096 R06098 R06099 R06114 R06136 R06142 R06152 R06202;R07807 R08544 R10619 R10622 R11171,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Aldoses;    C00124  D-Galactose,CAS: 59-23-4 10257-28-0;PubChem: 3424;ChEBI: 4139;ChEMBL: CHEMBL1233058 CHEMBL195923 CHEMBL300520;KNApSAcK: C00019681;PDB-CCD: GAL GLA;3DMET: B04637;NIKKAJI: J4.597G
C01494,C10H10O4,194.184,194.0579,Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites,Ferulate;Ferulic acid;4-Hydroxy-3-methoxycinnamic acid;3-Methoxy-4-hydroxy-trans-cinnamate;4-Hydroxy-3-methoxycinnamate,R02194 R03366 R03579 R05700 R05701 R05744 R07292 R07440;R08839 R11071,R02194 R03366 R03579 R05700 R05701 R05744 R07292 R07440;R08839 R11071,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Monolignols;   Coniferyl alcohol derivatives;    C01494  Ferulate,CAS: 537-98-4;PubChem: 4664;ChEBI: 17620;ChEMBL: CHEMBL32749;KNApSAcK: C00002743 C00034325;PDB-CCD: FER;3DMET: B00304;NIKKAJI: J7.273G
C00089,C12H22O11,342.2965,342.1162,Galactose metabolism;Starch and sucrose metabolism;Metabolic pathways;ABC transporters;Phosphotransferase system (PTS);Taste transduction;Carbohydrate digestion and absorption,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,R00015 R00039 R00801 R00802 R00803 R00805 R00806 R00807;R00808 R00809 R00810 R00811 R01103 R01823 R02120 R02411;R04194 R05140 R07256 R08616 R08676,R00015 R00039 R00801 R00802 R00803 R00805 R00806 R00807;R00808 R00809 R00810 R00811 R01103 R01823 R02120 R02411;R04194 R05140 R07256 R08616 R08676,"Compounds with biological roles [BR:br08001]; Carbohydrates;  Oligosaccharides;   Disaccharides;    C00089  Sucrose; Cane sugar;Therapeutic category of drugs in Japan [BR:br08301]; 7  Agents not mainly for therapeutic purpose;  71  Dispensing medicines;   714  Flavorings, deodorants, coloring agents;    7149  Others;     D00025  Sucrose (JP17/NF); White soft sugar (JP17); Sugar, compressible (NF); Sugar, confectioner's (NF); Sugar spheres (NF);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   White soft sugar;    D00025  Sucrose (JP17/NF);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Lubricating agent;  D00025  [500313] White soft sugar; Sweetening agent;  D00025  [110635] Liquid sugar;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Base;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Flavoring substance;  D00025  [110635] Liquid sugar;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar;  D00025  [109287] Powdered sucrose; Bonding agent;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Brightening agent;  D00025  [001480] Sucrose; Coating agent;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar;  D00025  [109287] Powdered sucrose; Sugarcoated agent;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Diluting agent;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar;  D00025  [109287] Powdered sucrose; Disintegrant;  D00025  [001480] Sucrose;  D00025  [500313] White soft sugar; Dampproof agent;  D00025  [001480] Sucrose; Antiseptic agent;  D00025  [500313] White soft sugar; Solubilizer;  D00025  [500313] White soft sugar; Solubilization agent;  D00025  [500313] White soft sugar;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00025  White soft sugar;  D00025  Sucrose",CAS: 57-50-1;PubChem: 3389;ChEBI: 17992;ChEMBL: CHEMBL253582;KNApSAcK: C00001151;PDB-CCD: SUC;3DMET: B01156;NIKKAJI: J4.581K
C02693,C10H10N2O,174.1992,174.0793,Tryptophan metabolism,(Indol-3-yl)acetamide;Indole-3-acetamide,R00679 R03096 R04020,R00679 R03096 R04020,,CAS: 879-37-8;PubChem: 5661;ChEBI: 16031;KNApSAcK: C00000108;PDB-CCD: TSR;3DMET: B00485;NIKKAJI: J128.124K
C00954,C10H9NO2,175.184,175.0633,Tryptophan metabolism;Biosynthesis of plant hormones;Metabolic pathways;Plant hormone signal transduction,Indole-3-acetate;Indole-3-acetic acid;(Indol-3-yl)acetate;Indoleacetate;Indoleacetic acid;IAA,R02678 R02681 R03092 R03093 R03094 R03095 R03096 R03097;R08609 R10181 R10452 R11730,R02678 R02681 R03092 R03093 R03094 R03095 R03096 R03097;R08609 R10181 R10452 R11730,Phytochemical compounds [BR:br08003]; Alkaloids;  Alkaloids derived from tryptophan and anthranilic acid;   Indole alkaloids;    C00954  Indole-3-acetate;Pesticides [BR:br08007]; Pesticides;  Plant growth regulators;   Auxins;    C00954  Indole-3-acetate,CAS: 87-51-4;PubChem: 4205;ChEBI: 16411;ChEMBL: CHEMBL82411;KNApSAcK: C00000100;PDB-CCD: IAC;3DMET: B00206;NIKKAJI: J5.156J
C03570,C6H13NO5,179.1711,179.0794,,D-Mannosamine;2-Amino-2-deoxy-D-mannose,,,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Amino sugars;    C03570  D-Mannosamine,CAS: 14307-02-9;PubChem: 6362;ChEBI: 62324 62325;PDB-CCD: 95Z;3DMET: B04903;NIKKAJI: J133.219H
