,light,127,pP4_L_C4.d,7.542,156853800,0,0,0,0,0,0,0,0,0,0,156853840,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,pP4_L_C5.d,7.556,114688300,0,0,0,0,0,0,0,0,0,0,114688272,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,pP4_L_VPA5.d,7.575,139104200,0,0,0,0,0,0,0,0,0,0,139104160,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,pP1_H_C1.d,7.555,150600400,0,0,79384,0,0,0,0,0,0,0,150679800,99.95,0,0,0.05,0,0,0,0,0,0,0,100.00,99.95, 0.05, 0.02
,heavy,127,pP1_H_VPA1.d,7.591,162250900,0,0,0,0,0,0,0,0,0,0,162250864,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,pP1_H_VPA2.d,7.570,156968100,0,0,124275,0,0,0,0,0,0,0,157092402,99.92,0,0,0.08,0,0,0,0,0,0,0,100.00,99.92, 0.08, 0.02
,heavy,127,pP2_H_C2.d,7.553,134195500,0,0,116156,0,0,0,0,0,0,0,134311643,99.91,0,0,0.09,0,0,0,0,0,0,0,100.00,99.91, 0.09, 0.03
,heavy,127,pP2_H_C3.d,7.552,143823500,0,0,113431,0,0,0,0,0,0,0,143936919,99.92,0,0,0.08,0,0,0,0,0,0,0,100.00,99.92, 0.08, 0.02
,heavy,127,pP2_H_VPA3.d,7.572,141984500,0,0,157174,0,0,0,0,0,0,0,142141686,99.89,0,0,0.11,0,0,0,0,0,0,0,100.00,99.89, 0.11, 0.03
,heavy,127,pP3_H_C4.d,7.559,134256000,0,0,174086,0,0,0,0,0,0,0,134430118,99.87,0,0,0.13,0,0,0,0,0,0,0,100.00,99.87, 0.13, 0.04
,heavy,127,pP3_H_VPA4.d,7.575,124792400,0,0,0,0,0,0,0,0,0,0,124792448,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,pP4_H_C5.d,7.560,143188500,0,0,161972,0,0,0,0,0,0,0,143350436,99.88,0,0,0.12,0,0,0,0,0,0,0,100.00,99.88, 0.12, 0.03
,heavy,127,pP4_H_VPA5.d,7.557,139250800,0,0,147983,0,0,0,0,0,0,0,139398751,99.89,0,0,0.11,0,0,0,0,0,0,0,100.00,99.89, 0.11, 0.03
,solv,127,psol2.d,7.471,264037,0,0,0,0,0,0,0,0,0,0,264037,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,127,psol3.d,7.423,222837,0,0,0,0,0,0,0,0,0,0,222837,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.00,0.000,0.00,0.000
,light,0.00,0.000,0.00,0.000
,heavy,0.08,0.047,0.02,0.014
,solv,0.00,,0.00

Hypotaurine, Formula, C2H7NO2S
, Tgt RT, 8.770, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,110.02703,111.03330,112.03958,113.04586,114.05213,115.05841,116.06469,117.07096,Sum,110.02703,111.03330,112.03958,113.04586,114.05213,115.05841,116.06469,117.07096,Sum, Unlabeled, Labeled, Labeling
,mix,128,pmix1.d,8.193,1386815,39914,0,0,0,0,0,0,1426729,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,pmix2.d,7.909,3237224,102872,0,0,0,0,0,0,3340096,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,pmix3.d,7.894,3079191,96120,0,0,0,0,0,0,3175311,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,pmix4.d,7.893,3010194,86604,0,0,0,0,0,0,3096798,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,pmix5.d,7.878,2830620,86693,0,0,0,0,0,0,2917313,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP1_L_C1.d,7.902,3005962,90801,0,0,0,0,0,0,3096763,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP1_L_VPA1.d,7.902,4249360,122072,0,0,0,0,0,0,4371431,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP2_L_C2.d,7.805,2898029,93433,0,0,0,0,0,0,2991462,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP2_L_VPA2.d,7.887,3338724,98234,0,0,0,0,0,0,3436958,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP3_L_C3.d,7.887,2573261,75456,0,0,0,0,0,0,2648717,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP3_L_VPA3.d,7.870,4216908,125515,0,0,0,0,0,0,4342422,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP3_L_VPA4.d,7.890,3394676,106054,0,0,0,0,0,0,3500730,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP4_L_C4.d,7.873,3503237,99837,0,0,0,0,0,0,3603074,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP4_L_C5.d,7.887,2464748,68318,0,0,0,0,0,0,2533067,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,pP4_L_VPA5.d,7.890,4268567,141172,0,0,0,0,0,0,4409738,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP1_H_C1.d,7.869,3464835,106978,0,0,0,0,0,0,3571813,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP1_H_VPA1.d,7.905,5195407,165559,0,0,0,0,0,0,5360966,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP1_H_VPA2.d,7.901,4915920,161165,0,0,0,0,0,0,5077085,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP2_H_C2.d,7.884,3139739,105865,0,0,0,0,0,0,3245604,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP2_H_C3.d,7.883,3114609,95583,0,0,0,0,0,0,3210192,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP2_H_VPA3.d,7.903,4395141,143267,0,0,0,0,0,0,4538407,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP3_H_C4.d,7.890,3518123,112773,0,0,0,0,0,0,3630896,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP3_H_VPA4.d,7.906,3902030,129062,0,0,0,0,0,0,4031092,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP4_H_C5.d,7.891,3476916,113335,0,0,0,0,0,0,3590251,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,pP4_H_VPA5.d,7.888,4055675,134235,0,0,0,0,0,0,4189910,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,128,psol2.d,7.603,1566,0,0,0,0,0,0,6940,8506,17.36,0,0,0,0,0,0,82.64,100.00,17.36, 82.64, 82.64
,solv,128,psol3.d,7.538,1524,0,0,0,83077,0,0,13299,97900,1.49,0,0,0,84.55,0,0,13.96,100.00,1.49, 98.51, 62.28
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.00,0.000,0.00,0.000
,light,0.00,0.000,0.00,0.000
,heavy,0.00,0.000,0.00,0.000
,solv,90.58,,72.46

Glycerylphosphorylethanolamine, Formula, C5H14NO6P
, Tgt RT, 8.900, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,216.06315,217.06943,218.07570,219.08198,220.08826,221.09453,222.10081,223.10709,224.11336,225.11964,226.12592,227.13219,228.13847,229.14475,230.15102,Sum,216.06315,217.06943,218.07570,219.08198,220.08826,221.09453,222.10081,223.10709,224.11336,225.11964,226.12592,227.13219,228.13847,229.14475,230.15102,Sum, Unlabeled, Labeled, Labeling
,mix,130,pmix1.d,9.054,70612,0,0,0,0,0,0,0,0,0,0,18585,0,31930,0,121127,55.51,0,0,0,0,0,0,0,0,0,0,16.10,0,28.39,0,100.00,55.51, 44.49, 39.01
,mix,130,pmix2.d,8.919,93712,0,0,0,0,0,0,0,0,0,0,23455,0,46975,0,164142,54.27,0,0,0,0,0,0,0,0,0,0,14.94,0,30.80,0,100.00,54.27, 45.73, 40.33
,mix,130,pmix3.d,8.903,86730,0,0,0,0,0,0,0,0,0,0,11077,0,27266,0,125072,66.83,0,0,0,0,0,0,0,0,0,0,9.35,0,23.82,0,100.00,66.83, 33.17, 29.46
,mix,130,pmix4.d,8.902,87293,0,0,0,0,0,0,0,0,0,0,30986,0,42759,0,161038,51.41,0,0,0,0,0,0,0,0,0,0,20.17,0,28.42,0,100.00,51.41, 48.59, 42.24
,mix,130,pmix5.d,8.921,77339,0,0,0,0,0,0,0,0,8539,0,11580,0,46383,0,143841,50.98,0,0,0,0,0,0,0,0,6.12,0,8.17,0,34.73,0,100.00,50.98, 49.02, 42.61
,light,130,pP1_L_C1.d,8.929,285239,0,0,0,0,0,0,0,0,0,0,27289,0,46582,0,359111,77.51,0,0,0,0,0,0,0,0,0,0,8.17,0,14.31,0,100.00,77.51, 22.49, 19.71
,light,130,pP1_L_VPA1.d,8.928,439827,0,0,0,0,0,0,0,0,0,0,28913,0,41559,0,510298,84.80,0,0,0,0,0,0,0,0,0,0,6.16,0,9.05,0,100.00,84.80, 15.20, 13.24
,light,130,pP2_L_C2.d,8.930,328958,0,0,0,0,0,0,0,0,1421,0,18266,0,36187,0,384832,84.04,0,0,0,0,0,0,0,0,0.37,0,5.13,0,10.47,0,100.00,84.04, 15.96, 13.98
,light,130,pP2_L_VPA2.d,8.897,254714,0,0,0,0,0,0,0,0,0,0,17472,0,45596,0,317782,78.24,0,0,0,0,0,0,0,0,0,0,5.87,0,15.88,0,100.00,78.24, 21.76, 19.36
,light,130,pP3_L_C3.d,8.913,271608,0,0,0,0,0,0,0,0,7787,0,21912,0,39721,0,341028,77.84,0,0,0,0,0,0,0,0,2.41,0,6.88,0,12.88,0,100.00,77.84, 22.16, 18.91
,light,130,pP3_L_VPA3.d,8.913,501718,0,0,0,0,0,0,0,0,0,0,25908,0,58939,0,586565,84.05,0,0,0,0,0,0,0,0,0,0,4.76,0,11.19,0,100.00,84.05, 15.95, 14.13
,light,130,pP3_L_VPA4.d,8.916,347653,0,0,0,0,0,0,0,0,0,0,29209,0,49388,0,426250,79.79,0,0,0,0,0,0,0,0,0,0,7.39,0,12.82,0,100.00,79.79, 20.21, 17.71
,light,130,pP4_L_C4.d,8.899,794349,0,0,0,0,0,0,0,0,0,0,21451,0,52662,0,868462,90.52,0,0,0,0,0,0,0,0,0,0,2.68,0,6.80,0,100.00,90.52, 9.48, 8.42
,light,130,pP4_L_C5.d,8.914,375935,0,0,0,0,0,0,0,0,6831,0,22145,0,38858,0,443769,83.26,0,0,0,0,0,0,0,0,1.63,0,5.38,0,9.73,0,100.00,83.26, 16.74, 14.31
,light,130,pP4_L_VPA5.d,8.933,432469,0,0,0,0,0,0,0,0,9877,0,24387,0,0,0,466732,91.97,0,0,0,0,0,0,0,0,2.27,0,5.76,0,0,0,100.00,91.97, 8.03, 5.98
,heavy,130,pP1_H_C1.d,8.912,569402,0,115110,118081,0,0,0,0,0,0,0,29154,0,54409,0,886157,64.44,0,12.03,12.94,0,0,0,0,0,0,0,3.63,0,6.97,0,100.00,64.44, 35.56, 13.81
,heavy,130,pP1_H_VPA1.d,8.948,326517,0,96194,0,0,0,0,0,0,10270,0,34985,0,49734,0,517700,62.12,0,17.79,0,0,0,0,0,0,2.10,0,7.32,0,10.68,0,100.00,62.12, 37.88, 19.56
,heavy,130,pP1_H_VPA2.d,8.928,202284,0,0,0,8855,0,0,0,0,6699,0,32051,0,49877,0,299765,65.20,0,0,0,2.97,0,0,0,0,2.30,0,11.37,0,18.16,0,100.00,65.20, 34.80, 28.13
,heavy,130,pP2_H_C2.d,8.911,319493,0,76260,75197,0,0,0,0,0,0,0,25790,0,44350,0,541090,58.95,0,13.16,13.40,0,0,0,0,0,0,0,5.24,0,9.25,0,100.00,58.95, 41.05, 17.46
,heavy,130,pP2_H_C3.d,8.910,473018,0,105007,108111,0,0,0,0,0,1560,0,25374,0,50766,0,763836,62.06,0,12.81,13.74,0,0,0,0,0,0.20,0,3.66,0,7.54,0,100.00,62.06, 37.94, 14.78
,heavy,130,pP2_H_VPA3.d,8.930,237381,0,0,0,0,0,0,0,0,0,0,33657,0,63485,0,334522,68.55,0,0,0,0,0,0,0,0,0,0,10.70,0,20.75,0,100.00,68.55, 31.45, 27.67
,heavy,130,pP3_H_C4.d,8.933,364362,0,82551,89209,0,4854,0,0,0,0,0,23937,0,48296,0,613207,59.48,0,12.52,14.15,0,0.62,0,0,0,0,0,4.30,0,8.93,0,100.00,59.48, 40.52, 16.71
,heavy,130,pP3_H_VPA4.d,8.949,139108,0,0,0,0,0,0,0,0,0,0,23115,0,42273,0,204496,65.50,0,0,0,0,0,0,0,0,0,0,11.98,0,22.52,0,100.00,65.50, 34.50, 30.33
,heavy,130,pP4_H_C5.d,8.918,409621,0,0,0,0,0,0,0,0,0,0,27559,0,47627,0,484808,82.94,0,0,0,0,0,0,0,0,0,0,6.15,0,10.91,0,100.00,82.94, 17.06, 14.96
,heavy,130,pP4_H_VPA5.d,8.898,215496,0,0,0,0,0,0,0,0,4193,0,22521,0,51604,0,293815,71.11,0,0,0,0,0,0,0,0,1.47,0,8.13,0,19.29,0,100.00,71.11, 28.89, 25.25
,solv,130,psol2.d,9.176,0,0,0,0,0,0,0,0,0,0,0,21368,0,42499,0,63867,0,0,0,0,0,0,0,0,0,0,0,32.81,0,67.19,0,100.00,0.00, 100.00, 88.17
,solv,130,psol3.d,8.730,0,0,0,0,367,0,0,0,0,0,0,0,0,13863,0,14231,0,0,0,0,2.36,0,0,0,0,0,0,0,0,97.64,0,100.00,0.00, 100.00, 91.34
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,44.20,6.455,38.73,5.381
,light,16.80,5.075,14.58,4.619
,heavy,33.97,7.038,20.86,6.325
,solv,100.00,,89.75

Acetyl-CoA, Formula, C23H38N7O17P3S
, Tgt RT, 9.100, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,810.13305,811.13933,812.14560,813.15188,814.15816,815.16443,816.17071,817.17699,818.18326,819.18954,820.19582,821.20209,822.20837,823.21465,824.22092,825.22720,826.23348,827.23975,828.24603,829.25231,830.25858,831.26486,832.27114,833.27741,834.28369,835.28997,836.29624,837.30252,838.30880,839.31508,840.32135,841.32763,842.33391,843.34018,844.34646,845.35274,846.35901,847.36529,848.37157,Sum,810.13305,811.13933,812.14560,813.15188,814.15816,815.16443,816.17071,817.17699,818.18326,819.18954,820.19582,821.20209,822.20837,823.21465,824.22092,825.22720,826.23348,827.23975,828.24603,829.25231,830.25858,831.26486,832.27114,833.27741,834.28369,835.28997,836.29624,837.30252,838.30880,839.31508,840.32135,841.32763,842.33391,843.34018,844.34646,845.35274,846.35901,847.36529,848.37157,Sum, Unlabeled, Labeled, Labeling
,mix,135,pmix1.d,8.772,3076,975,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,98.47,1.53,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.47, 1.53, 0.04
,mix,135,pmix2.d,8.505,2034,1071,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,81.42,18.58,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,81.42, 18.58, 0.49
,mix,135,pmix3.d,8.324,8229,5182,1501,1291,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16343,69.76,23.16,0.00,5.64,0,0,0,0,0,0,0,0,0.73,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,100.00,69.76, 30.24, 2.00
,mix,135,pmix4.d,8.307,5363,3400,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026,77.28,22.72,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,77.28, 22.72, 0.60
,mix,135,pmix5.d,8.491,2463,599,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,135,pP1_L_C1.d,8.531,37296,11760,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54297,97.61,2.06,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.61, 2.39, 0.07
,light,135,pP1_L_VPA1.d,8.514,25134,7571,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34082,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,135,pP2_L_C2.d,8.285,1613,176,2644,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7663,24.90,0.00,39.01,36.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,24.90, 75.10, 4.90
,light,135,pP2_L_VPA2.d,8.516,66214,22538,8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97703,95.80,4.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.80, 4.20, 0.11
,light,135,pP3_L_C3.d,8.532,9470,2817,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13395,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,135,pP3_L_VPA3.d,8.516,168519,55484,22161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246165,96.84,3.16,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.84, 3.16, 0.08
,light,135,pP3_L_VPA4.d,8.535,82866,29020,13073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124960,93.92,5.26,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,93.92, 6.08, 0.18
,light,135,pP4_L_C4.d,8.518,159826,52695,22964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235485,96.38,3.43,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.38, 3.62, 0.10
,light,135,pP4_L_C5.d,8.533,23024,7714,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32947,97.20,2.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.20, 2.80, 0.07
,light,135,pP4_L_VPA5.d,8.535,73798,22510,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106072,98.96,1.04,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.96, 1.04, 0.03
,heavy,135,pP1_H_C1.d,8.515,74717,95437,61923,21929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254006,41.23,41.11,17.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,41.23, 58.77, 2.01
,heavy,135,pP1_H_VPA1.d,8.534,84660,106763,59652,27484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278558,42.48,41.75,12.88,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,42.48, 57.52, 2.00
,heavy,135,pP1_H_VPA2.d,8.530,70578,92547,60308,29463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252896,38.75,40.01,17.07,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,38.75, 61.25, 2.28
,heavy,135,pP2_H_C2.d,8.530,34695,47582,30679,12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124960,38.78,42.42,17.69,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,38.78, 61.22, 2.14
,heavy,135,pP2_H_C3.d,8.529,54715,74437,48259,17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195262,39.20,42.43,17.95,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,39.20, 60.80, 2.09
,heavy,135,pP2_H_VPA3.d,8.532,49296,54712,33360,17527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154895,44.33,36.68,14.10,4.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,44.33, 55.67, 2.09
,heavy,135,pP3_H_C4.d,8.519,30050,40910,26276,11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108301,38.69,41.93,17.34,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,38.69, 61.31, 2.18
,heavy,135,pP3_H_VPA4.d,8.270,12958,17377,9270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39605,43.95,46.22,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,43.95, 56.05, 1.73
,heavy,135,pP4_H_C5.d,8.520,26354,34870,20139,7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88649,41.74,43.65,14.55,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,41.74, 58.26, 1.92
