Samples,Mode,Type,Group,VPA,FA,Plate,VPA_FAnC1,VPA_FAnC2,VPA_FAnC3,VPA_FAnC4,VPA_FAnC5,VPA_FAnC6,VPA_FAnC7,VPA_FAnC8,VPA_FAnC9,VPA_FAnC10,VPA_FAnC11,VPA_FAnC12,VPA_FAnC13,VPA_FAnC14,VPA_FAnC15,VPA_FAnC16,VPA_FAnC17,VPA_FAnC18,VPA_FAnC19,VPA_FAnC20,VPA_FAnC21,VPA_FAnC22,VPA_FAnC23,VPA_FAnC24,VPA_FAnC25,VPA_FAnC26,VPA_FAnC27,VPA_FAnC28,VPA_FAnC29,VPA_FAnC30,VPA_FAnC31,VPA_FAnC32,VPA_FAnC33,VPA_FAnC34,VPA_FAnC35,VPA_FAnC36,VPA_FAnC37,VPA_FAnC38,VPA_FAnC39,VPA_FAnC40,VPA_FAnC41,VPA_FAnC42,VPA_FAnC43,VPA_FAnC44,VPA_FAnC45,VPA_FAnC46,VPA_FAnC47,VPA_FAnC48,VPA_FAnC49,VPA_FAnC50,VPA_FAnC51,VPA_FAnC52,VPA_FAnC53,VPA_FAnC54,VPA_FAnC55,VPA_FAnC56,VPA_FAnC57,VPA_FAnC58,VPA_FAnC59,VPA_FAnC60,VPA_FAnC61,VPA_FAnC62,VPA_FAnC63,VPA_FAnC64,VPA_FAnC65,VPA_FAnC66,VPA_FAnC67,VPA_FAnC68,VPA_FAnC69,VPA_FAnC70,VPA_FAnC71,VPA_FAnC72,VPA_FAnC73,VPA_FAnC74,VPA_FAnC75,VPA_FAnC76,VPA_FAnC77,VPA_FAnC78,VPA_FAnC79,VPA_FAnC80,VPA_FAnC81,VPA_FAnC82,VPA_FAnC83,VPA_FAnC84,VPA_FAnC85,VPA_FAnC86,VPA_FAnC87,VPA_FAnC88,VPA_FAnC89,VPA_FAnC90,VPA_FAnC91,VPA_FAnC92,VPA_FAnC93,VPA_FAnC94,VPA_FAnC95,VPA_FAnC96,VPA_FAnC97,VPA_FAnC98,VPA_FAnC99,VPA_FAnC100,VPA_FAnC101,VPA_FAnC102,VPA_FAnC103,VPA_FAnC104,VPA_FAnC105,VPA_FAnC106,VPA_FAnC107,VPA_FAnC108,VPA_FAnC109,VPA_FAnC110,VPA_FAnC111,VPA_FAnC112,VPA_FAnC113,VPA_FAnC114,VPA_FAnC115,VPA_FAnC116,VPA_FAnC117,VPA_FAnC118,VPA_FAnC119,VPA_FAnC120,VPA_FAnC121,VPA_FAnC122,VPA_FAnC123,VPA_FAnC124,VPA_FAnC125,VPA_FAnC126,VPA_FAnC127,VPA_FAnC128,VPA_FAnC129,VPA_FAnC130,VPA_FAnC131,VPA_FAnC132,VPA_FAnC133,VPA_FAnC134,VPA_FAnC135,VPA_FAnC136,VPA_FAnC137,VPA_FAnC138,VPA_FAnC139,VPA_FAnC140,VPA_FAnC141,VPA_FAnC142,VPA_FAnC143,VPA_FAnC144,VPA_FAnC145,VPA_FAnC146,VPA_FAnC147,VPA_FAnC148,VPA_FAnC149,VPA_FAnC150,VPA_FAnC151,VPA_FAnC152,VPA_FAnC153,VPA_FAnC154,VPA_FAnC155,VPA_FAnC156,VPA_FAnC157,VPA_FAnC158,VPA_FAnC159,VPA_FAnC160,VPA_FAnC161,VPA_FAnC162,VPA_FAnC163,VPA_FAnC164,VPA_FAnC165,VPA_FAnC166,VPA_FAnC167,VPA_FAnC168,VPA_FAnC169,VPA_FAnC170,VPA_FAnC171,VPA_FAnC172,VPA_FAnC173,VPA_FAnC174,VPA_FAnC175,VPA_FAnC176,VPA_FAnC177,VPA_FAnC178
T1_P2_FA3,neg,cells,sample,cntrl,fa,p2,34895.35086,1417668.124,6691.847124,172794.8291,20843.97985,3049316.237,1122327.991,7900042.994,86161.1709,43571.45889,1328059.643,17853.37056,77771.54928,1279901.321,1202254.921,129137.9882,265287.8649,547679.7982,168887.8275,260533.8589,1027338.106,38419.14069,126245.8468,657797.6299,107916.4251,286364.7612,2025533.016,51082.06076,30287.37358,8169334.319,14616.70154,7045246.285,121264.6803,309604.2713,64967.84541,897041.2661,1082053.904,912533.7461,62630.14539,63367.49813,29927.85846,15342.62168,2403593.142,5593791.381,44447.52896,1897335.339,107617.7863,14716.84252,4605.794748,40257.34553,437924.0188,4628313.575,85749.14861,142300.123,10756203.99,39041.27979,132911.5658,67551.94835,4538.068578,96202.39392,41843.83813,70316.22603,1852.507798,24618.52562,154254.0197,283786.3997,18637.35418,7709.072291,5332.817942,34215.3723,1245416.345,12598.63026,29931.00665,39826.90999,6442.329391,161438.1951,157802.6223,28959.27992,2835534.51,39924.68317,29626.20611,140911.6212,145060.6925,1136653.857,36934.28011,2303962.861,12609.41315,70110.41776,14758631.59,31949.6766,24543.50379,19291.18238,46131.86557,2090.280253,220871.7437,29585.48772,51648.71491,21830.69509,25070.74404,1982302.263,36997.87379,14246.57051,10327.64554,170886.1629,49455.17347,25248.04699,84846.56173,48069.94329,92893.14056,24996.39647,2318798.242,420847.7276,20651.9061,101530.3396,4946.102652,950029.3861,13734.22503,46209.34069,16916.94811,425080.9334,33711.86337,245177.0807,121829.1275,1880181.232,48185.06274,196393.174,15484.23365,160878.5478,116502.0078,35538.78783,5053215.747,376054.2663,11581.28971,24048.88999,112473.6869,88573.24552,54899.03385,380156.18,76396.41266,5368.353488,74417.62137,23609.87717,72493.75612,7872.712501,16489.35902,16546.09756,34618.47488,72520.54671,370290.1705,19170.02618,32670.62905,1377.033794,54564.51127,6637.01545,84093.65519,6405.187895,29252.02245,94069.679,1973.838455,498712.3059,27094.7549,4783.966727,261821.1602,997253.9028,406402.5167,164954.5775,1776.259788,9616.242373,8718556.128,10042262.43,19407.58042,244035.3076,21052.42952,2216.226753,2857.446529,10341.54287,6025.169292,4010.562152
T1_P2_V3,neg,cells,sample,vpa,cntrl,p2,30152.57621,1254843.824,4958.028902,133204.1892,8779.55013,2908724.805,952392.7551,2667019.922,65859.65734,45310.29255,1704779.02,8281.085918,57535.1442,1691758.112,877601.9204,115489.1088,237048.9599,670950.8816,132608.9217,425095.6704,1071140.981,29676.9667,126626.4742,742473.1162,99061.58219,152150.3589,2296537.316,28247.91477,90476.97138,7172996.777,11530.39947,8599860.655,95228.40747,332350.8072,58054.88786,760203.1363,1018159.47,945414.7681,62640.70044,42057.66666,17660.10073,14656.48745,3157184.656,5855939.043,53605.62402,1848004.513,69800.92961,9710.822442,6699.742254,49923.24471,601681.0623,3930770.445,69284.7289,122253.3349,11845566.9,44602.66515,114946.0419,64716.3949,4800.245521,89652.53923,37905.09625,92563.64037,2295.780639,27297.40884,112244.9753,474227.4649,28416.33183,5625.634496,3378.155695,55160.61108,1315184.551,15903.38465,37089.5861,35551.27775,14228.80406,142971.621,150416.4334,28474.0777,3595225.811,16563.46385,21290.65058,99669.70155,95571.67119,1157798.382,31548.74028,866839.3726,16864.91349,84641.34754,14217004.23,43315.54887,17517.09739,13013.11512,32412.31915,5722.278891,246545.0481,21857.99311,48518.36198,16391.34505,23098.56407,2315167.331,26701.88502,20602.55371,6883.533053,165866.8484,39137.74046,18395.33431,41452.38121,39257.85385,38010.68214,23232.58684,1958323.655,575082.9688,20086.66835,108179.4943,4274.399712,375947.3337,10070.58412,30035.36343,12600.61623,888901.0146,37189.76899,219940.9664,48746.48382,1709916.075,58356.01258,214436.9028,11045.65775,150341.6389,131083.7727,47833.08959,5642738.988,336759.9635,10041.37097,18920.53724,50176.81515,114471.9331,56241.57684,290121.6956,46295.06988,2712.52824,96404.5094,19838.80821,75628.40649,8385.394745,16813.47644,10885.61287,28713.02584,70170.43581,392912.9372,4022.816231,35538.59567,539.5424477,62579.21889,5822.926473,89861.45217,7998.498532,30127.13447,113278.189,3031.903733,654175.7004,32637.4842,3729.668846,264202.1943,978469.8775,428914.4205,166973.6416,4897.673286,13092.22509,8744962.415,10930348.99,16128.8681,301225.4186,22068.64621,3064.943998,4444.269447,12682.40647,5520.225153,2926.630454
T1_P2_V4,neg,cells,sample,vpa,cntrl,p2,42485.81818,1390509.013,6501.283272,102914.2983,14197.03533,3276470.077,1186292.289,8056711.983,81033.91852,52056.45609,1953368.745,13531.5686,71870.53469,1917899.366,1031314.454,128007.8064,331138.2105,878068.9043,141876.9944,460267.0061,1229204.276,35646.87995,134004.6517,877512.192,110572.8519,205408.485,2553450.431,41753.46755,178806.0692,7940842.094,12170.05916,10576876.32,152926.9447,379121.1802,63692.12959,950327.5143,1152581.736,1174849.801,63059.83793,45592.95017,22446.42619,17974.37856,3381875.659,6672965.584,52709.87202,1912503.467,80424.89155,11260.35147,6060.615635,61592.1046,728991.3692,4064332.959,76221.21924,131290.4798,12829496.04,42016.09186,152791.3337,72318.64395,4244.112204,116854.6318,44506.63784,99077.4835,2592.569139,32032.28087,164829.4222,443459.4602,30072.98713,4948.02669,5048.212137,62251.63232,1570533.014,13762.70868,40930.20422,38770.18654,13692.40248,151590.932,152992.7039,30967.5678,3741558.11,15496.59928,36376.49064,113883.1153,151196.342,1352041.337,33641.46763,1048562.591,14302.70843,100921.4684,14377456.99,59138.39639,24873.31534,12748.60158,37818.40449,27060.94491,290326.1117,19070.4316,11795.34624,16763.2236,30385.23766,2376588.399,32889.79021,23469.15168,7166.08842,186084.3787,43888.57499,18513.23065,48897.55477,37333.81654,98156.26132,40272.78858,1986567.124,851256.0745,25144.00129,159690.167,4630.800127,1059003.751,15786.52761,34676.87934,25615.99476,2481659.494,71985.40608,467302.2124,128755.794,1739557.555,76881.77258,198530.6493,15063.44927,143513.3789,275758.9831,105532.6186,4740559.189,434597.6664,15129.60756,21134.94221,99498.13183,221037.5495,98565.82018,299418.5587,87079.69687,5900.004757,179926.091,20488.14539,35296.37574,7530.293183,12888.13205,14994.81095,26455.31816,66817.3005,406546.8516,4591.163263,36643.65933,1468.070873,55639.66683,9349.49247,139662.0751,5903.748963,23206.90147,90222.59324,2468.958622,536265.8257,28941.76792,2782.226692,245495.4286,915107.4868,180395.0885,181582.0519,4769.028932,15468.95952,8738557.692,10296494.78,11985.24275,260561.8218,33061.254,1400.712845,3011.385711,10181.9624,7256.160073,3289.532716
T1_P2_VFA2,neg,cells,sample,vpa,fa,p2,24012.83861,1327269.092,5546.054052,98060.85106,8162.353324,2941895.822,960352.4933,3131976.441,68667.05435,43303.877,1552154.907,13970.54478,62581.15739,1324300.307,818843.2766,117025.1725,343707.3779,624375.9758,138070.5294,420478.4215,977852.4584,21884.49605,120849.7536,693443.6426,117557.7238,161505.2538,2208725.148,54779.18276,97403.77636,7280499.433,12664.05124,8581129.419,71336.25605,325976.3693,58480.20449,748062.6146,955655.6045,795213.3026,61830.24555,41592.04857,17791.17754,8517.116174,3291643.719,5286576.87,61420.56474,1751791.296,71819.84512,9082.69213,7831.325585,36091.89,287484.2193,4445652.372,62586.63688,116140.7364,11430310.61,36029.7316,132302.0215,62819.00768,4558.006161,81690.63359,43186.68108,91447.86482,2788.468082,24704.35501,189749.2664,372641.975,27964.6395,5340.441379,3964.390637,146812.1076,1317560.427,12428.83661,42990.9933,32031.143,5874.231316,146703.1103,151579.5086,26370.83546,3329730.653,13102.19059,19594.06391,102991.6427,61812.63221,1173724.466,32148.20211,903802.9531,11345.69889,83759.42857,14152589.26,33649.05663,15770.36041,10203.07659,26873.56339,10290.17216,235874.9936,18607.91575,52530.55051,14608.13362,10397.27192,2087342.812,24228.00834,18692.49133,6353.679262,157645.8465,30263.05085,15664.86768,43434.25432,30860.63218,64333.27088,22896.79396,1623390.615,614809.8686,17311.47828,105172.5491,4768.432591,590335.0157,10089.37374,26275.70801,19310.2819,1208801.206,38508.7766,233638.1068,79649.47798,1400866.512,70363.53799,189481.7468,8214.250302,118618.0198,146602.7964,56482.46551,5064779.128,350078.2603,10529.76011,15953.96589,66298.748,121877.7838,61405.47918,318137.2661,62625.91098,3565.593635,117911.3849,17251.52622,65800.31296,11384.94494,15983.37004,11688.0658,27723.79526,65532.44431,373053.5443,7896.423042,30920.99872,3234.118445,74299.22617,6906.959312,101011.6269,6232.448099,25484.50584,91253.17597,1672.021092,563753.3311,27005.64683,5729.795303,276758.0825,964252.6864,231561.8463,185022.3188,4843.865436,11168.12783,9355403.067,10467992.69,15787.56224,274978.1182,27901.13418,2875.205782,5031.994103,9405.846049,5165.103526,1766.541789
T1_P3_C4,neg,cells,sample,cntrl,cntrl,p3,41113.76094,1252846.334,5444.641793,133962.2516,13279.73683,2861637.54,1124447.769,10788802.28,92070.55314,49120.72383,1423426.393,15773.66666,78137.58458,1547896.339,1253112.777,128294.8406,317036.4431,813568.7436,166223.1598,230782.4857,1163143.578,31921.39603,129637.8898,683465.4617,111339.8867,278942.1156,1952158.383,55027.50381,128381.5321,7805973.434,11580.71562,9922044.292,153720.1618,282975.6874,67577.59586,898928.8488,986988.8936,962336.4693,64514.73389,60008.61116,22013.54515,10163.24826,2217375.86,6300115.075,55568.54299,1984521.131,79098.45382,10690.05038,3360.544494,31277.60714,516697.6257,4000420.613,79622.28033,148355.8283,11402598.87,44074.34629,108040.4747,69311.01323,5180.474609,135960.3061,41732.84776,78621.28856,1821.949844,24507.60383,158069.2294,336772.8319,19176.06229,6025.404807,4603.144855,76257.9839,1309054.501,13690.97724,34194.95068,57013.57071,6730.4472,155484.0874,163075.9515,26892.53009,2654633.997,22751.77786,31443.28207,120271.5201,90789.25413,1169423.998,38825.47445,2409968.49,13212.78176,73453.53583,14330310.17,28474.62614,28169.34655,11186.71834,27185.75842,20043.67924,232803.4815,17186.29684,20894.34015,16188.71568,11317.27208,2195646.403,32895.87475,14819.4444,6818.526529,171785.4275,34158.61546,17145.72414,84732.74303,36290.63359,95967.19975,28977.95039,1786665.113,770753.9136,17871.72711,80682.80485,3911.199217,1331103.235,11252.09742,29521.89678,14346.98714,1193076.064,33519.06517,228185.7209,157376.5268,1656004.558,73215.30144,179877.3577,8600.513402,131920.0336,118379.485,40832.33667,4280772.477,439907.8848,11451.52628,25700.63922,143800.7605,94185.25544,49385.68808,372398.5269,108365.0377,8576.156573,88064.58773,20154.84459,112199.3305,9879.82947,18501.71598,22936.69418,25308.76645,65292.1157,359405.988,4203.663192,31748.88293,338.9002333,75394.84843,6166.914396,74935.50612,4453.792513,18791.93532,67001.11559,1046.540898,400898.4641,21749.0344,3778.821081,256026.1255,864556.8566,229399.6191,166019.0816,1898.155483,11431.08879,8382842.589,10407028.21,11622.62927,257375.3624,41156.10427,1261.338198,3379.377699,9991.558425,5130.888202,2501.734739
T1_P3_FA4,neg,cells,sample,cntrl,fa,p3,46050.63358,1606438.32,6475.551378,144654.1848,13802.29575,3165092.481,1229718.414,11852344.38,88928.72595,54082.18107,1646462.462,14014.93886,81980.75586,1301926.893,1420112.732,140392.893,346323.3731,834094.0844,168526.564,248845.4916,1256287.744,33528.2781,142528.1802,737855.888,109576.1026,350618.9901,2118993.333,52508.72842,222314.0801,8362382.889,10915.89958,11038306.81,164167.8714,295083.2858,76561.08467,988349.0895,901491.2307,1091302.463,62398.33902,58975.07055,21500.93093,15098.2211,2326290.022,6826854.983,62935.62786,2218329.278,89531.05233,11077.16318,3149.591621,29907.52165,620707.0878,3673950.8,76378.40544,188500.2733,11837055.56,48886.38856,115754.8933,74819.01854,4327.222694,146622.723,46230.08352,87326.17719,1989.997765,26773.97357,164686.3464,356447.4241,20697.5081,4858.888735,5483.345464,71656.23698,1453547.915,14532.63527,36918.17719,62864.79049,8169.623931,149800.171,159160.7116,28454.62215,2931090.163,16583.01034,34789.7311,134997.3085,74367.29715,1265138.967,42322.39318,2641775.751,14489.83874,82924.77866,14339437.7,39458.5624,41936.15603,12308.8092,28666.99289,25715.57439,258889.09,15395.55632,16216.12519,14890.34672,16265.53833,2399450.415,51076.51397,15280.56619,6327.742825,168749.6644,41075.17304,18420.3883,92728.82966,38690.38386,162144.6254,33843.16584,1936956.685,911088.7552,20087.64579,123985.8546,3778.903823,2221039.134,12086.02823,29091.48861,13487.20274,1745145.571,48338.86532,355200.9438,271382.2179,1748353.305,86137.7518,213129.24,11559.64152,142293.2576,196764.6115,66895.96605,4055980.327,512730.1696,13492.42122,27472.34092,199463.0372,149539.1279,75614.47047,377566.0005,160212.9163,11245.71997,145069.1638,23109.09636,13943.44045,9903.757055,11146.30411,26997.57797,28084.79041,76003.97014,399453.3704,7757.163175,34900.96925,2299.545514,74969.36473,7689.937736,104087.9617,3951.240745,19460.26998,69093.75579,2586.689281,386013.2618,22327.55024,2758.847135,253637.2031,921430.6868,216513.2172,163313.4763,1610.274638,14334.29627,8851155.055,10067381.33,9641.955497,270892.117,50235.98909,726.7938781,2685.140258,11857.69847,6159.117973,2913.672181
T1_P3_FA5,neg,cells,sample,cntrl,fa,p3,70298.46032,1588911.943,5743.339721,128490.6378,17588.89673,3244685.864,1258753.921,19934644.8,97868.84555,54467.06422,1656143.939,28975.89777,95808.61968,1351034.755,1379344.931,142565.5158,275574.8112,1038062.83,184946.8527,246829.0113,1285597.842,35879.1949,139120.7501,747511.0592,120316.9573,386601.9644,2195328.577,77393.15929,134874.7321,8458301.759,11409.79104,10680066.16,230040.1493,317464.2375,79001.57199,1001709.167,1025866.226,1122115.217,60280.52898,61779.77308,28949.14143,14321.57943,2101954.668,6980417.534,42657.95353,2016941.97,106950.1931,14778.1876,2489.411921,39530.61363,658126.5115,3757750.986,72145.55833,163247.7954,11992957.76,45511.425,127170.8695,68445.82156,5964.411692,143612.6594,50521.30486,75571.83507,2376.015481,27557.87717,122271.9896,253865.6903,21428.33448,5591.656101,7630.29054,99072.15995,1496402.725,16216.74278,34342.16038,60373.33029,11704.94051,146938.1766,142544.4803,26654.31217,2789019.015,24982.61473,53954.21657,141852.2182,88435.82849,1295346.636,41280.58576,2747284.473,17108.12101,88748.53243,13587563.32,60360.58831,37575.68113,15986.57557,38773.66652,15233.97659,257634.336,18922.37126,20436.02693,18538.49896,23291.97043,2188543.406,49458.92649,16436.54479,8836.796343,184992.1443,63088.49594,22658.38631,97184.26161,46201.67073,179881.065,36877.79414,2940628.789,901891.0007,20665.75228,135703.2201,3690.586391,2028847.291,15439.93485,41944.39376,14943.98752,1089315.697,51700.46187,407357.5218,266900.035,3340166.673,81935.79784,220731.2368,15810.50665,191462.6931,182632.7419,61662.74762,4421752.793,534164.5791,14285.66179,35959.88682,187946.1994,140450.8519,74695.83299,359770.9346,137846.6727,10569.44168,107442.0951,20981.33386,60795.25858,11397.33507,14816.83134,25204.76741,24961.34845,73114.77139,370309.2463,10111.78808,31686.50261,2079.561372,77530.78489,8816.008784,114477.0697,4218.788646,17568.28712,72231.43164,2655.953586,407185.1795,22922.64663,3393.210471,256754.415,827823.8046,276798.2793,123531.6524,1661.457244,14650.44856,8037944.636,10498533.09,10004.38896,263832.8537,43943.76592,479.1810855,3913.51217,10133.26335,6897.74903,2403.910794
T1_P3_V5,neg,cells,sample,vpa,cntrl,p3,26685.79012,1322293.402,6059.607925,130674.2681,16814.07266,3014952.431,1048499.64,2332908.794,69222.31889,44738.8794,1751502.645,8163.310013,59876.39269,1757828.163,934919.1706,124946.415,250197.2289,628261.899,129660.4916,443433.8683,1042433.785,31044.18458,126439.4733,790511.0584,96424.61761,164018.8581,2445300.819,28205.79079,101208.0215,7537311.236,13041.9567,8640643.062,94955.59331,363796.6829,58626.4037,830511.5952,1071409.749,1045845.989,64235.1836,45245.72528,18760.64523,16137.60044,3274393.555,5732339.214,61264.1615,1887237.4,72670.90225,11148.08812,6835.969264,50147.82247,640236.4107,4364582.539,74317.77653,122170.5088,12228322.38,43064.37088,140141.591,64167.3322,4768.870388,94971.64371,37369.52224,96545.12846,2522.49046,30219.49614,122162.2489,463674.8811,30924.77002,6233.339323,3115.761034,41179.16415,1399733.618,16518.53209,37090.34894,34681.77516,13447.24343,154355.8562,149685.0771,30047.75272,3634188.258,24219.90647,20689.04561,101915.4356,90820.34499,1260752.917,34605.43787,889610.9253,16187.44919,94539.50313,14362667.68,44192.56892,18915.13825,14377.36223,40725.39632,5396.260389,267983.7313,27766.67404,39794.05586,17976.40618,24256.46042,2422580.328,24758.93808,23184.2786,8015.029696,177959.2605,37340.94652,21488.32751,41357.14799,41808.19855,43156.89116,22374.49427,2041877.676,572935.3079,22520.59078,118180.9499,4758.036436,450029.8994,10819.76486,29328.4663,22148.28045,962079.3827,36824.16737,225756.8113,57038.15874,1852038.232,50626.11132,203938.2432,13263.27132,152785.3875,143681.3002,50861.27311,5763065.941,337230.6813,11498.20465,20960.27417,57307.89352,120278.839,60730.15113,279207.5391,45284.73283,2990.443948,98247.45443,21208.23088,122291.5448,6874.913821,13235.65755,10518.96979,29236.90106,63324.5949,371910.1265,4158.280278,34224.20283,924.8925657,66458.2043,6540.144787,102078.9625,7982.152871,31341.18501,108678.4676,2757.425575,614960.8667,32425.29352,2156.786141,259823.7946,1120648.357,335349.325,152931.8868,5306.263561,12335.9648,8771083.055,10717410.32,16516.26413,273435.0669,21638.07094,3030.817457,3463.705971,11652.50537,6430.185031,3853.286427
T1_P3_VFA3,neg,cells,sample,vpa,fa,p3,62300.18809,1546467.686,5828.308905,124058.7557,19502.95111,3202898.816,1130463.709,16066165.91,40313.77467,49431.74665,2022529.32,22098.10535,80488.1601,1624701.768,943560.6573,134639.8062,247044.4292,1019786.97,161095.0176,437089.0787,1303000.652,39461.39586,122796.0595,854525.8525,119851.3013,283784.4548,2628576.321,65570.85895,126506.8533,8059805.487,11209.78416,11230450.25,201516.0401,367836.7284,68842.84473,912180.9589,1131824.691,1342451.963,60430.73518,45697.48677,24323.6958,14876.17333,2782981.647,7204035.746,42366.26949,1750883.932,94265.16958,13305.85341,3181.572482,60491.54372,850873.4332,3294615.014,71761.17795,122134.1712,13322989.73,42685.79721,159622.7337,67199.31011,5064.51197,179249.7581,51112.4883,87714.39474,2402.076384,30833.84363,127470.2773,341984.5161,30128.51096,5262.271027,4559.850466,73424.3107,1645769.01,20775.0694,43804.7896,48887.06469,21011.43907,139844.5406,130353.9531,28051.92214,3564091.855,17506.49649,61527.96583,106225.0585,152347.9635,1385574.911,33922.25686,1082857.916,21803.01933,101043.1487,13364754,104897.1248,26393.59564,14006.23043,32512.98731,10612.76708,300683.4357,15509.37414,15863.41468,16843.20132,78308.78572,2249369.272,33753.28438,21599.97714,6993.118771,199598.8236,45320.61163,20318.88641,52019.43683,40768.16868,126101.5508,29287.61164,2294039.057,974022.2567,39189.25786,159349.9277,4345.017602,1018328.633,13191.15781,32094.89241,7796.157231,1599827.291,55935.79964,331702.1305,137177.7631,2185475.61,78102.97334,224354.2598,13170.0016,165258.1163,225823.3121,88447.05897,4743031.741,450793.4955,12578.73116,25292.31548,102499.2642,186750.565,88688.9422,260633.9433,100688.9238,6635.304112,146085.9222,22779.00863,43607.52218,7678.485511,10566.96262,16075.0671,29525.61993,81115.39976,429847.8614,14539.63917,38001.37316,3990.283162,70783.64386,8833.503964,125776.3277,7087.265276,26667.55776,106408.3691,2951.867166,586531.0875,29616.62077,3062.96609,260129.873,999991.7922,336604.4189,146105.868,4220.135834,17766.8663,8779594.339,10346002.46,12546.02601,280171.4953,37334.6355,2009.912119,3710.82286,11341.71658,7189.875398,4441.865326
T1_P3_VFA4,neg,cells,sample,vpa,fa,p3,27030.73282,1397832.109,4856.64423,125115.2518,17207.86202,3290604.045,1066906.982,4938156.423,73876.84736,52155.39549,1721330.95,15111.08964,73839.09316,1472807.11,918974.0753,122000.1641,449877.7911,654331.1323,171384.2627,467307.3709,1139561.705,29184.48762,129824.4164,785534.4707,118247.4037,213610.9425,2441746.858,55257.08567,63285.37195,8026063.646,13506.31162,9168554.54,96798.28077,333285.2792,64393.14931,834817.5319,1232780.541,997570.0634,61837.1798,47162.38326,20664.21821,15440.32148,3348821.488,6294748.099,62128.85491,1836120.015,94778.39236,12576.87641,8015.720893,48576.77908,391983.7483,4737714.627,75816.54205,124690.7429,12090900.23,39129.44461,133851.7321,67755.8097,4693.245026,120613.6068,48399.02893,87891.25186,2446.235866,30169.19569,248791.6653,396125.1169,30600.92837,6086.525687,4582.006325,145829.1894,1537022.708,15822.53323,38522.46985,40254.06976,10250.95813,153177.4655,144731.4123,29015.54454,3434801.981,38288.26887,25352.07364,109335.873,107777.2009,1339791.677,41332.69567,1053501.175,14803.48129,92005.53986,14564242.81,40337.1172,15493.05363,13020.57075,31495.44354,4131.425915,282126.3434,26164.71129,63554.53915,13840.92012,13894.61093,2350981,28822.12354,23900.99201,7300.042804,182853.6117,36239.19255,20093.33731,48728.38759,36467.49945,54047.17234,19588.52204,1958740.957,667871.4001,18299.73155,113665.7644,5394.186542,404876.535,9987.138563,30340.09689,14144.21157,652146.3355,33674.30961,206195.9961,58972.16459,1930929.785,82255.28566,198678.2124,12576.78402,140865.5065,124749.6857,46508.7871,5938347.086,371692.2594,11697.03639,22738.40536,58482.82308,107724.5126,54339.62303,299275.5217,44582.45646,3453.005592,92399.52638,22480.44878,14405.80379,10449.47368,8154.884411,12229.5109,27316.14331,57575.86076,402547.7391,13634.6935,35893.91529,2779.219022,59511.6141,5687.639212,108089.5143,7666.497476,29704.48643,105197.222,2662.539793,715982.3672,37327.69574,3590.965673,278800.0406,976476.1833,388289.3747,173583.2604,5542.006807,11933.99739,9315605.402,10631136.61,19603.9969,286057.8903,27978.97268,3542.761626,5408.952321,10025.63969,5234.704384,1716.633282
T1_P4_C5,neg,cells,sample,cntrl,cntrl,p4,96905.47522,1545917.209,6191.469532,141289.829,26975.71275,3252529.81,1306677.994,24123765.05,90024.32391,60666.79046,1985462.059,13949.9356,99547.29732,1871530.153,1591989.39,156191.8093,217246.8362,1567877.723,169700.5843,271425.0902,1558153.235,39190.83584,168765.1799,838445.4292,96079.26101,461657.7846,2265910.824,32773.32772,75929.89515,8595670.608,8244.656537,10689376.43,328156.6771,307283.0855,85405.82942,1058839.229,1203945.095,1430248.394,60783.56727,58738.2564,24120.96448,14436.07958,1784796.92,8472105.152,42718.25256,2124978.091,69627.69056,10403.46153,1373.056689,33404.54335,1038703.012,2549101.615,66632.21101,210454.8258,13089259.19,65601.79207,127050.9538,75269.91058,5177.223146,209274.5916,39596.59891,61130.79341,1927.57521,33353.23266,84132.70162,442308.6173,23312.92992,4851.271352,4799.277581,27393.17027,1552932.903,23417.38981,29804.93062,75502.49114,17929.02865,142518.2678,135480.1804,31813.56456,2984955.056,25085.09492,89616.7496,146844.3924,124149.1249,1334697.41,39051.74046,2486350.901,24836.03178,100285.7395,13584068.98,109948.0287,45747.12567,13758.50601,30057.65592,7077.467751,281635.5214,15858.59676,19645.80021,16499.65579,169994.2548,2723048.155,50800.45088,19160.05911,7199.752623,204320.1184,39752.13158,18060.65614,85998.8979,36448.70005,115118.1775,33213.09339,1993998.215,855327.0243,71619.01792,141405.5056,3661.646208,1492149.938,12870.00266,27462.12267,18765.211,2031822.812,54358.0915,380135.9768,171795.457,1652849.626,82601.06226,203661.2367,12334.80517,147241.0422,212850.8552,83736.65058,5261037.495,552545.6244,11911.84238,20626.34343,168870.755,165336.7064,83584.00514,336493.0422,134032.0356,9680.499624,141770.9872,18616.2276,83609.69803,8682.633929,16694.62044,19586.2753,25972.84431,85126.4431,435211.12,4721.805087,37079.34368,441.1245485,61876.06674,7773.095938,107202.9832,5845.257546,19562.46103,92421.65717,3471.709441,475461.0789,26051.08888,2594.387572,221861.9738,795337.8034,204207.2703,138063.0826,1753.903065,18779.42013,8062340.605,9515388.812,12697.53184,273046.4485,82119.26977,991.7830111,2987.010633,13042.62273,6829.186015,2725.636916
