Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,solv,116,sol1.d,8.122,0,0,9447,977,0,10424,0,0,94.44,5.56,0,100.00,0.00, 100.00, 51.39
,solv,116,sol2.d,8.515,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,99.70,0.730,50.63,0.595
,light,100.00,0.000,50.58,0.138
,heavy,100.00,0.000,50.74,0.096
,solv,NaN,,25.69

Glutamic Acid, Formula, C5H9NO4
, Tgt RT, 8.520, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,146.04588,147.05216,148.05843,149.06471,150.07099,151.07727,152.08354,153.08982,154.09610,155.10237,Sum,146.04588,147.05216,148.05843,149.06471,150.07099,151.07727,152.08354,153.08982,154.09610,155.10237,Sum, Unlabeled, Labeled, Labeling
,mix,117,nmix1.d,7.511,111276700,6231574,0,0,0,0,0,0,0,0,117508286,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,117,nmix2.d,7.479,116916100,6798275,0,0,0,0,0,0,0,0,123714371,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,117,nmix3.d,7.479,107283800,6155549,0,0,0,0,0,0,0,0,113439301,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,117,nmix4.d,7.461,88665820,5119996,0,0,2793,0,0,0,0,0,93788613,100.00,0.00,0,0,0.00,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,117,nmix5.d,7.478,79604190,4383451,0,0,0,0,0,0,0,0,83987643,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,117,rnmix1.d,7.514,105999100,5790625,0,0,0,0,0,0,0,0,111789753,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP1_L_C1.d,7.503,104468500,5818574,0,0,0,0,0,0,0,0,110287086,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP1_L_VPA1.d,7.524,113920800,6286810,0,0,0,0,0,0,0,0,120207570,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP2_L_C2.d,7.491,106918600,5977796,0,0,0,0,0,0,0,0,112896372,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP2_L_VPA2.d,7.488,113882100,6881241,0,0,0,0,0,0,0,0,120763337,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP3_L_C3.d,7.490,104756100,6257744,0,0,0,0,0,0,0,0,111013800,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP3_L_VPA3.d,7.492,119246800,6935273,0,0,0,0,0,0,0,0,126182073,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP3_L_VPA4.d,7.488,108052900,6052685,0,0,0,0,0,0,0,0,114105557,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP4_L_C4.d,7.491,113011800,6642539,0,0,0,0,0,0,0,0,119654339,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP4_L_C5.d,7.488,100054400,5641158,0,0,0,0,0,0,0,0,105695598,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,117,nP4_L_VPA5.d,7.497,121212000,6982618,0,0,0,0,0,0,0,0,128194642,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP1_H_C1.d,7.487,112560800,6611488,0,0,0,0,0,0,0,0,119172296,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP1_H_VPA1.d,7.503,117780500,6698987,0,0,0,0,0,0,0,0,124479523,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP1_H_VPA2.d,7.502,108068300,6277672,0,0,0,0,0,0,0,0,114345960,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP2_H_C2.d,7.490,115213300,6749342,0,0,0,0,0,0,0,0,121962614,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP2_H_C3.d,7.488,103746500,5872916,0,0,0,0,0,0,0,0,109619420,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP2_H_VPA3.d,7.508,118094100,6758540,0,0,0,0,0,0,0,0,124852612,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP3_H_C4.d,7.494,115066700,6661436,0,0,0,0,0,0,0,0,121728172,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP3_H_VPA4.d,7.510,112506600,6249634,0,0,0,4263,0,0,0,0,118760489,100.00,0.00,0,0,0,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP4_H_C5.d,7.527,113604600,6323293,0,0,0,0,0,0,0,0,119927853,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,117,nP4_H_VPA5.d,7.507,112627000,6635152,0,0,0,0,0,0,0,0,119262184,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,117,sol1.d,7.592,58342,0,0,0,0,0,0,0,0,0,58342,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,117,sol2.d,7.423,58907,0,0,0,0,0,0,0,0,0,58907,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.00,0.001,0.00,0.001
,light,0.00,0.000,0.00,0.000
,heavy,0.00,0.001,0.00,0.001
,solv,0.00,,0.00

SAH, Formula, C14H20N6O5S
, Tgt RT, 8.640, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,383.11431,384.12059,385.12687,386.13314,387.13942,388.14570,389.15197,390.15825,391.16453,392.17080,393.17708,394.18336,395.18963,396.19591,397.20219,398.20846,399.21474,400.22102,401.22729,402.23357,403.23985,Sum,383.11431,384.12059,385.12687,386.13314,387.13942,388.14570,389.15197,390.15825,391.16453,392.17080,393.17708,394.18336,395.18963,396.19591,397.20219,398.20846,399.21474,400.22102,401.22729,402.23357,403.23985,Sum, Unlabeled, Labeled, Labeling
,mix,124,nmix1.d,7.527,231943,77767,27820,10848,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,200,0,349768,83.42,12.63,1.70,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.05,0,100.00,83.42, 16.58, 1.52
,mix,124,nmix2.d,7.512,285301,91929,32094,9182,0,0,0,1323,0,0,0,1311,0,535,0,0,0,0,0,0,0,421676,85.23,11.78,1.34,0.68,0,0,0,0.41,0,0,0,0.42,0,0.15,0,0,0,0,0,0,0,100.00,85.23, 14.77, 1.29
,mix,124,nmix3.d,7.529,240598,80200,28104,0,0,1137,0,0,0,0,0,0,0,2252,0,0,0,0,0,0,0,352291,84.97,12.62,1.18,0,0,0.36,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,100.00,84.97, 15.03, 1.41
,mix,124,nmix4.d,7.528,202171,67992,26664,5736,0,0,0,0,0,0,0,0,0,1137,0,0,0,0,0,0,0,303699,83.94,12.77,2.78,0.00,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,100.00,83.94, 16.06, 1.25
,mix,124,nmix5.d,7.528,163764,61248,17848,0,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,247225,82.00,15.55,0.00,0,0,0.00,0.68,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,100.00,82.00, 18.00, 2.57
,mix,124,rnmix1.d,7.531,185801,62083,24366,9532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281782,83.00,12.45,2.65,1.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,83.00, 17.00, 1.17
,light,124,nP1_L_C1.d,7.520,285194,53045,0,7292,0,0,0,0,0,0,0,0,0,0,0,0,0,325,276,0,0,346133,98.37,0.00,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0,0,100.00,98.37, 1.63, 0.39
,light,124,nP1_L_VPA1.d,7.541,311854,59936,0,9028,0,0,0,2565,0,0,0,0,0,0,0,0,0,955,0,0,0,384338,97.10,0.00,0,1.74,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0.34,0,0,0,100.00,97.10, 2.90, 0.84
,light,124,nP2_L_C2.d,7.524,424052,77685,0,5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507519,99.73,0.00,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.73, 0.27, 0.04
,light,124,nP2_L_VPA2.d,7.504,179168,32161,0,6927,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1250,0,0,221515,95.65,0.00,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.53,0,0,100.00,95.65, 4.35, 1.88
,light,124,nP3_L_C3.d,7.523,430278,79811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510089,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,124,nP3_L_VPA3.d,7.509,212048,40652,0,7609,0,0,0,1512,0,0,0,0,0,0,0,0,0,1989,0,0,0,263809,95.89,0.00,0,2.38,0.00,0,0,0.71,0,0,0,0,0,0,0,0,0,1.03,0,0,0,100.00,95.89, 4.11, 1.48
,light,124,nP3_L_VPA4.d,7.522,170135,32298,0,0,0,650,0,0,0,0,0,0,0,217,0,0,0,482,0,0,0,203782,99.17,0.00,0,0,0,0.37,0,0,0,0,0,0,0,0.14,0,0,0,0.32,0,0,0,100.00,99.17, 0.83, 0.46
,light,124,nP4_L_C4.d,7.508,278883,53260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,333050,99.63,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,100.00,99.63, 0.37, 0.32
,light,124,nP4_L_C5.d,7.521,253485,47556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,301871,99.62,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,100.00,99.62, 0.38, 0.34
,light,124,nP4_L_VPA5.d,7.530,283185,53569,0,7394,0,0,0,2472,0,0,0,0,0,0,0,0,0,505,0,0,0,347126,97.45,0.00,0,1.47,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.20,0,0,0,100.00,97.45, 2.55, 0.70
,heavy,124,nP1_H_C1.d,7.520,107857,138228,67255,17535,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,332028,40.23,44.77,14.43,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50,0,0,0,100.00,40.23, 59.77, 4.11
,heavy,124,nP1_H_VPA1.d,7.536,51600,60285,26148,9344,0,0,0,0,0,704,0,0,0,0,0,0,0,0,896,0,0,148977,42.76,42.67,11.04,2.05,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.87,0,0,100.00,42.76, 57.24, 4.61
,heavy,124,nP1_H_VPA2.d,7.519,53997,67480,31804,11115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164397,40.63,43.91,13.30,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,40.63, 59.37, 3.85
,heavy,124,nP2_H_C2.d,7.523,105875,141175,73120,19252,0,0,0,2247,0,1162,0,0,0,0,0,0,0,0,0,0,0,342831,38.15,44.45,15.94,0.23,0,0,0,0.85,0,0.39,0,0,0,0,0,0,0,0,0,0,0,100.00,38.15, 61.85, 4.32
,heavy,124,nP2_H_C3.d,7.521,86402,103624,49924,12542,0,0,0,0,0,1525,0,0,0,0,0,0,0,1461,0,0,0,255478,41.78,42.97,13.64,0.00,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.82,0,0,0,100.00,41.78, 58.22, 4.56
,heavy,124,nP2_H_VPA3.d,7.525,91925,102628,47332,15831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257716,44.25,41.78,12.24,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,44.25, 55.75, 3.57
,heavy,124,nP3_H_C4.d,7.511,136477,169714,78414,20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,406397,41.65,44.75,13.13,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,100.00,41.65, 58.35, 3.84
,heavy,124,nP3_H_VPA4.d,7.527,83966,91017,39575,12528,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,228801,45.51,41.49,10.85,1.18,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,45.51, 54.49, 3.67
,heavy,124,nP4_H_C5.d,7.544,106544,122839,57383,16281,0,0,0,1906,0,2006,0,0,0,0,0,0,0,0,0,0,0,306959,42.97,42.17,12.68,0.59,0,0,0,0.80,0,0.80,0,0,0,0,0,0,0,0,0,0,0,100.00,42.97, 57.03, 4.11
,heavy,124,nP4_H_VPA5.d,7.523,74164,78041,35375,12004,0,0,0,777,0,0,0,0,0,625,0,0,0,0,0,0,0,200985,45.72,40.17,11.42,1.77,0,0,0,0.49,0,0,0,0,0,0.43,0,0,0,0,0,0,0,100.00,45.72, 54.28, 3.87
,solv,124,sol1.d,7.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,124,sol2.d,7.439,31972,6777,0,0,0,0,0,0,0,0,1285,0,260,380,1261,0,0,0,0,0,0,41935,90.26,1.16,0,0,0,0,0,0,0,0,3.89,0,0.45,0.53,3.71,0,0,0,0,0,0.00,100.00,90.26, 9.74, 5.22
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,16.24,1.219,1.54,0.521
,light,1.74,1.641,0.64,0.609
,heavy,57.64,2.390,4.05,0.355
,solv,NaN,,2.61

Glutamine, Formula, C5H10N2O3
, Tgt RT, 8.710, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,145.06187,146.06814,147.07442,148.08070,149.08697,150.09325,151.09953,152.10580,153.11208,154.11836,155.12463,Sum,145.06187,146.06814,147.07442,148.08070,149.08697,150.09325,151.09953,152.10580,153.11208,154.11836,155.12463,Sum, Unlabeled, Labeled, Labeling
,mix,127,nmix1.d,7.627,17419310,0,0,0,0,0,0,0,0,0,0,17419310,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,127,nmix2.d,7.595,25156370,0,0,0,0,0,0,0,0,0,0,25156370,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,127,nmix3.d,7.595,33668970,0,0,0,0,0,0,0,0,0,0,33668972,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,127,nmix4.d,7.594,33730530,0,0,0,0,0,0,0,0,0,0,33730528,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,127,nmix5.d,7.611,31847160,0,0,0,0,0,0,0,0,0,0,31847162,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,127,rnmix1.d,7.613,15744790,0,0,0,0,0,0,0,0,0,0,15744793,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP1_L_C1.d,7.602,18951510,0,0,0,0,0,0,0,0,0,0,18951508,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP1_L_VPA1.d,7.607,15770580,0,0,0,0,0,0,0,0,0,0,15770581,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP2_L_C2.d,7.607,16006230,0,0,0,0,0,0,0,0,0,0,16006229,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP2_L_VPA2.d,7.604,15986020,0,0,0,0,0,0,0,0,0,0,15986015,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP3_L_C3.d,7.589,20329440,0,0,0,0,0,0,0,0,0,0,20329438,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP3_L_VPA3.d,7.608,16073230,0,0,0,0,0,0,0,0,0,0,16073230,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP3_L_VPA4.d,7.604,14037970,0,0,0,0,0,0,0,0,0,0,14037965,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP4_L_C4.d,7.590,23041210,0,0,0,0,0,0,0,0,0,0,23041210,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP4_L_C5.d,7.587,17688870,0,0,0,0,0,0,0,0,0,0,17688866,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,127,nP4_L_VPA5.d,7.613,15380480,0,0,0,0,0,0,0,0,0,0,15380477,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP1_H_C1.d,7.603,20294060,0,0,0,0,0,0,0,0,0,0,20294058,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP1_H_VPA1.d,7.619,19378100,0,0,0,0,0,0,0,0,0,0,19378102,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP1_H_VPA2.d,7.602,18889220,0,0,0,0,0,0,0,0,0,0,18889220,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP2_H_C2.d,7.606,18970280,0,0,0,0,0,0,0,0,0,0,18970280,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP2_H_C3.d,7.603,17636330,0,0,0,0,0,0,0,0,0,0,17636326,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP2_H_VPA3.d,7.607,14353310,0,0,0,0,0,0,0,0,0,0,14353309,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP3_H_C4.d,7.594,17206690,0,0,0,0,0,0,0,0,0,0,17206686,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP3_H_VPA4.d,7.609,14076540,0,0,0,0,0,0,0,0,0,0,14076542,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP4_H_C5.d,7.610,17331390,0,0,0,0,0,0,0,0,0,0,17331386,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,127,nP4_H_VPA5.d,7.606,15702190,0,0,0,0,0,0,0,0,0,0,15702189,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,127,sol1.d,8.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,127,sol2.d,7.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.00,0.000,0.00,0.000
,light,0.00,0.000,0.00,0.000
,heavy,0.00,0.000,0.00,0.000
,solv,NaN,,0.00

Hypotaurine, Formula, C2H7NO2S
, Tgt RT, 8.770, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,108.01247,109.01875,110.02503,111.03130,112.03758,113.04386,114.05013,115.05641,Sum,108.01247,109.01875,110.02503,111.03130,112.03758,113.04386,114.05013,115.05641,Sum, Unlabeled, Labeled, Labeling
,mix,128,nmix1.d,7.891,1021300,31686,0,0,0,0,0,0,1052986,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,nmix2.d,7.810,1212062,34803,0,0,0,0,0,0,1246865,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,nmix3.d,7.793,1327117,40173,0,0,0,0,0,0,1367290,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,nmix4.d,7.776,1318260,42270,0,0,0,0,0,0,1360529,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,128,nmix5.d,7.793,1153824,32839,0,0,3541,0,0,0,1190204,99.68,0.00,0,0,0.32,0,0,0,100.00,99.68, 0.32, 0.18
,mix,128,rnmix1.d,7.944,866106,27136,0,0,0,0,0,0,893241,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP1_L_C1.d,7.917,826734,22341,0,0,0,0,0,0,849075,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP1_L_VPA1.d,7.955,967640,26680,0,0,0,0,0,0,994320,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP2_L_C2.d,7.905,785524,24043,0,0,0,0,0,0,809567,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP2_L_VPA2.d,7.869,859395,21682,0,0,0,0,0,0,881077,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP3_L_C3.d,7.821,795623,21968,0,0,0,0,0,0,817591,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP3_L_VPA3.d,7.939,950174,28133,0,0,0,0,0,0,978307,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP3_L_VPA4.d,7.952,808980,22842,0,0,0,0,0,0,831822,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP4_L_C4.d,7.839,946727,22508,0,0,0,0,0,0,969235,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP4_L_C5.d,7.835,757834,20147,0,0,0,0,0,0,777981,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,128,nP4_L_VPA5.d,7.927,955465,25803,0,0,0,0,0,0,981268,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP1_H_C1.d,7.852,842939,24545,0,0,0,0,0,0,867484,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP1_H_VPA1.d,7.917,1088814,36188,0,0,0,0,0,0,1125002,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP1_H_VPA2.d,7.833,1038298,31975,0,0,0,0,0,0,1070273,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP2_H_C2.d,7.871,834905,25187,0,0,0,0,0,0,860093,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP2_H_C3.d,7.852,791224,25962,0,0,0,0,0,0,817185,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP2_H_VPA3.d,7.922,924227,29050,0,0,0,0,0,0,953277,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP3_H_C4.d,7.875,827172,27476,0,0,0,0,0,0,854648,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP3_H_VPA4.d,7.940,919514,30396,0,0,0,0,0,0,949910,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP4_H_C5.d,7.941,824717,23427,0,0,0,0,0,0,848143,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,128,nP4_H_VPA5.d,7.838,923635,30371,0,0,0,0,0,0,954006,100.00,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,128,sol1.d,8.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
