ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C00020,C10H14N5O7P,347.2212,347.0631,"Purine metabolism;Zeatin biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;Antifolate resistance;cGMP-PKG signaling pathway;cAMP signaling pathway;FoxO signaling pathway;mTOR signaling pathway;PI3K-Akt signaling pathway;AMPK signaling pathway;Longevity regulating pathway;Olfactory transduction;Taste transduction;Regulation of lipolysis in adipocytes;Renin secretion;Aldosterone synthesis and secretion;Cortisol synthesis and secretion;Parathyroid hormone synthesis, secretion and action;Cushing syndrome;Parkinson disease;Morphine addiction",AMP;Adenosine 5'-monophosphate;Adenylic acid;Adenylate;5'-AMP;5'-Adenylic acid;5'-Adenosine monophosphate;Adenosine 5'-phosphate,R00085 R00087 R00103 R00122 R00127 R00157 R00160 R00181;R00182 R00183 R00184 R00185 R00187 R00188 R00189 R00190;R00191 R00199 R00206 R00235 R00236 R00257 R00322 R00333;R00381 R00382 R00389 R00390 R00429 R00436 R00483 R00531;R00542 R00578 R00619 R00686 R00735 R00860 R00925 R00926;R00951 R00982 R01049 R01054 R01075 R01083 R01176 R01230;R01231 R01280 R01300 R01357 R01406 R01407 R01422 R01423;R01490 R01558 R01568 R01571 R01598 R01616 R01723 R01885;R01943 R01954 R02194 R02221 R02255 R02473 R02539 R02677;R02699 R02711 R02718 R02794 R02918 R02986 R03004 R03036;R03038 R03209 R03258 R03383 R03503 R03570 R03595 R03613;R03631 R03646 R03647 R03648 R03650 R03651 R03652 R03654;R03655 R03656 R03657 R03658 R03659 R03660 R03661 R03662;R03663 R03664 R03665 R03762 R03876 R03932 R04030 R04036;R04038 R04157 R04230 R04274 R04449 R04507 R04562 R04563;R04580 R04582 R04604 R04773 R04863 R04870 R04927 R05145;R05193 R05451 R05452 R05467 R05537 R05577 R05578 R05620;R05625 R05717 R05735 R05804 R05805 R06368 R06409 R06410;R06515 R06583 R06731 R06746 R06751 R06777 R06778 R06944;R07176 R07325 R07416 R07461 R07636 R07640 R07644 R07646;R07771 R07887 R08088 R08117 R08218 R08244 R08553 R08576;R08578 R08700 R08733 R08738 R08743 R08872 R09084 R09085;R09086 R09195 R09279 R09286 R09379 R09475 R09589 R09591;R09597 R09735 R09881 R09882 R10003 R10090 R10091 R10267;R10268 R10453 R10495 R10496 R10543 R10544 R10556 R10613;R10648 R10661 R10711 R10767 R10768 R10769 R10770 R10771;R10820 R10822 R10836 R10880 R10940 R11084 R11104 R11143;R11279 R11319 R11367 R11370 R11392 R11515 R11535 R11632;R11679 R11723 R11775 R11872 R11873 R11922 R11923 R11924;R11925 R11926 R11941 R11950 R11964 R12017 R12057 R12060;R12062 R12064 R12066 R12148,R00085 R00087 R00103 R00122 R00127 R00157 R00160 R00181;R00182 R00183 R00184 R00185 R00187 R00188 R00189 R00190;R00191 R00199 R00206 R00235 R00236 R00257 R00322 R00333;R00381 R00382 R00389 R00390 R00429 R00436 R00483 R00531;R00542 R00578 R00619 R00686 R00735 R00860 R00925 R00926;R00951 R00982 R01049 R01054 R01075 R01083 R01176 R01230;R01231 R01280 R01300 R01357 R01406 R01407 R01422 R01423;R01490 R01558 R01568 R01571 R01598 R01616 R01723 R01885;R01943 R01954 R02194 R02221 R02255 R02473 R02539 R02677;R02699 R02711 R02718 R02794 R02918 R02986 R03004 R03036;R03038 R03209 R03258 R03383 R03503 R03570 R03595 R03613;R03631 R03646 R03647 R03648 R03650 R03651 R03652 R03654;R03655 R03656 R03657 R03658 R03659 R03660 R03661 R03662;R03663 R03664 R03665 R03762 R03876 R03932 R04030 R04036;R04038 R04157 R04230 R04274 R04449 R04507 R04562 R04563;R04580 R04582 R04604 R04773 R04863 R04870 R04927 R05145;R05193 R05451 R05452 R05467 R05537 R05577 R05578 R05620;R05625 R05717 R05735 R05804 R05805 R06368 R06409 R06410;R06515 R06583 R06731 R06746 R06751 R06777 R06778 R06944;R07176 R07325 R07416 R07461 R07636 R07640 R07644 R07646;R07771 R07887 R08088 R08117 R08218 R08244 R08553 R08576;R08578 R08700 R08733 R08738 R08743 R08872 R09084 R09085;R09086 R09195 R09279 R09286 R09379 R09475 R09589 R09591;R09597 R09735 R09881 R09882 R10003 R10090 R10091 R10267;R10268 R10453 R10495 R10496 R10543 R10544 R10556 R10613;R10648 R10661 R10711 R10767 R10768 R10769 R10770 R10771;R10820 R10822 R10836 R10880 R10940 R11084 R11104 R11143;R11279 R11319 R11367 R11370 R11392 R11515 R11535 R11632;R11679 R11723 R11775 R11872 R11873 R11922 R11923 R11924;R11925 R11926 R11941 R11950 R11964 R12017 R12057 R12060;R12062 R12064 R12066 R12148,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00020  AMP;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C01 CARDIAC THERAPY;   C01E OTHER CARDIAC PREPARATIONS;    C01EB Other cardiac preparations;     C01EB10 Adenosine;      D02769  Adenosine phosphate (USAN/INN);Target-based classification of drugs [BR:br08310]; G Protein-coupled receptors;  Rhodopsin family;   Adenosine;    ADORA;     D02769  Adenosine phosphate (USAN/INN),CAS: 61-19-8;PubChem: 3322;ChEBI: 16027;ChEMBL: CHEMBL752;KNApSAcK: C00019347;PDB-CCD: A AMP AP7;3DMET: B01133;NIKKAJI: J4.814C
C00144,C10H14N5O8P,363.2206,363.058,Purine metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Metabolic pathways;Antifolate resistance;cGMP-PKG signaling pathway;Olfactory transduction;Taste transduction;Phototransduction,GMP;Guanosine 5'-phosphate;Guanosine monophosphate;Guanosine 5'-monophosphate;Guanylic acid,R00328 R00332 R00426 R00881 R01134 R01227 R01228 R01229;R01230 R01231 R01232 R01233 R01234 R03924 R05223 R09398;R10537 R10823 R11174,R00328 R00332 R00426 R00881 R01134 R01227 R01228 R01229;R01230 R01231 R01232 R01233 R01234 R03924 R05223 R09398;R10537 R10823 R11174,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00144  GMP,CAS: 85-32-5;PubChem: 3444;ChEBI: 17345;ChEMBL: CHEMBL283807;KNApSAcK: C00019635;PDB-CCD: 5GP G;3DMET: B01172;NIKKAJI: J10.615A
C13829,C24H41NO2,375.5878,375.3137,,"7,10,13,16-Docosatetraenoylethanolamine;N-(7Z,10Z,13Z,16Z-Docosatetraenoyl)-ethanolamine",,,"Lipids [BR:br08002]; FA  Fatty acyls;  FA08 Fatty amides;   FA0804 N-acyl ethanolamines (endocannabinoids);    C13829  N-(7Z,10Z,13Z,16Z-docosatetraenoyl)-ethanolamine",PubChem: 854074;ChEBI: 34478;ChEMBL: CHEMBL321585;3DMET: B04596;NIKKAJI: J573.835K
C03451,C13H21N3O8S,379.3861,379.1049,Pyruvate metabolism,(R)-S-Lactoylglutathione;S-D-Lactoylglutathione,R01736 R02530 R03082,R01736 R02530 R03082,,PubChem: 6272;ChEBI: 15694;3DMET: B01661;NIKKAJI: J524.698I
C00021,C14H20N6O5S,384.4108,384.1216,Cysteine and methionine metabolism;Metabolic pathways;Biosynthesis of amino acids,S-Adenosyl-L-homocysteine;S-Adenosylhomocysteine,R00192 R00193 R00194 R00367 R00380 R00594 R00595 R00596;R00597 R00598 R00599 R00600 R00601 R00649 R00650 R00683;R00827 R00984 R01153 R01159 R01169 R01188 R01189 R01190;R01235 R01239 R01269 R01320 R01349 R01721 R01883 R01942;R01972 R01973 R02037 R02056 R02144 R02155 R02157 R02174;R02175 R02379 R02384 R02533 R02534 R02572 R02623 R02627;R02667 R02671 R02808 R02858 R02859 R02862 R02882 R02910;R02917 R02920 R02931 R02961 R02982 R03003 R03111 R03112;R03130 R03194 R03229 R03304 R03366 R03410 R03411 R03424;R03456 R03554 R03571 R03587 R03623 R03633 R03701 R03721;R03725 R03731 R03746 R03788 R03805 R03832 R03835 R03875;R03922 R03934 R03938 R03943 R03948 R03950 R03955 R04013;R04033 R04062 R04077 R04145 R04169 R04190 R04237 R04301;R04332 R04396 R04398 R04421 R04427 R04436 R04481 R04496;R04505 R04691 R04692 R04705 R04707 R04711 R04713 R04714;R04715 R04716 R04717 R04718 R04719 R04762 R04763 R04764;R04772 R04858 R04866 R04867 R04881 R04887 R04905 R04931;R04981 R04983 R04988 R04990 R04993 R04994 R05035 R05122;R05123 R05149 R05162 R05179 R05180 R05181 R05182 R05211;R05212 R05213 R05214 R05216 R05219 R05303 R05323 R05520;R05532 R05614 R05673 R05674 R05676 R05754 R05755 R05756;R05757 R05759 R05760 R05763 R05764 R05776 R05808 R05809;R05810 R05811 R05813 R05834 R05881 R05885 R06427 R06439;R06456 R06476 R06477 R06478 R06479 R06564 R06574 R06575;R06576 R06577 R06578 R06627 R06675 R06680 R06687 R06693;R06703 R06713 R06715 R06719 R06767 R06771 R06774 R06778;R06794 R06807 R06815 R06816 R06824 R06859 R06868 R06869;R06998 R07232 R07233 R07234 R07235 R07236 R07237 R07238;R07239 R07240 R07241 R07242 R07243 R07244 R07251 R07330;R07375 R07481 R07501 R07504 R07521 R07524 R07527 R07529;R07533 R07535 R07722 R07724 R07750 R07773 R07774 R07775;R07917 R07919 R07920 R07921 R07922 R08004 R08147 R08151;R08236 R08239 R08246 R08410 R08437 R08441 R08446 R08449;R08455 R08465 R08467 R08468 R08469 R08537 R08538 R08547;R08769 R08771 R08774 R08781 R08787 R08788 R08789 R08791;R08794 R08803 R08804 R08932 R08933 R08973 R08987 R09063;R09073 R09177 R09189 R09191 R09200 R09369 R09370 R09371;R09523 R09543 R09569 R09611 R09612 R09613 R09678 R09679;R09736 R09737 R09791 R09792 R09821 R09822 R09823 R09856;R09870 R09871 R09872 R09939 R09940 R10060 R10061 R10062;R10166 R10167 R10168 R10169 R10195 R10196 R10197 R10198;R10199 R10250 R10251 R10252 R10306 R10307 R10403 R10404;R10431 R10447 R10448 R10449 R10450 R10451 R10452 R10454;R10472 R10491 R10492 R10495 R10497 R10498 R10523 R10524;R10586 R10587 R10588 R10605 R10606 R10645 R10647 R10649;R10651 R10652 R10654 R10658 R10680 R10709 R10710 R10716;R10806 R10812 R10824 R10956 R10957 R10958 R10959 R10962;R10963 R10964 R11020 R11041 R11045 R11165 R11191 R11192;R11193 R11216 R11217 R11218 R11219 R11220 R11221 R11230;R11292 R11371 R11413 R11416 R11445 R11452 R11453 R11469;R11476 R11507 R11508 R11509 R11520 R11521 R11533 R11534;R11545 R11546 R11580 R11595 R11596 R11670 R11681 R11685;R11686 R11692 R11697 R11698 R11699 R11700 R11731 R11740;R11778 R11779 R11780 R11797 R11798 R11799 R11800 R11934;R11935 R11936 R11953 R11954 R12011 R12138 R12157 R12158;R12213,R00192 R00193 R00194 R00367 R00380 R00594 R00595 R00596;R00597 R00598 R00599 R00600 R00601 R00649 R00650 R00683;R00827 R00984 R01153 R01159 R01169 R01188 R01189 R01190;R01235 R01239 R01269 R01320 R01349 R01721 R01883 R01942;R01972 R01973 R02037 R02056 R02144 R02155 R02157 R02174;R02175 R02379 R02384 R02533 R02534 R02572 R02623 R02627;R02667 R02671 R02808 R02858 R02859 R02862 R02882 R02910;R02917 R02920 R02931 R02961 R02982 R03003 R03111 R03112;R03130 R03194 R03229 R03304 R03366 R03410 R03411 R03424;R03456 R03554 R03571 R03587 R03623 R03633 R03701 R03721;R03725 R03731 R03746 R03788 R03805 R03832 R03835 R03875;R03922 R03934 R03938 R03943 R03948 R03950 R03955 R04013;R04033 R04062 R04077 R04145 R04169 R04190 R04237 R04301;R04332 R04396 R04398 R04421 R04427 R04436 R04481 R04496;R04505 R04691 R04692 R04705 R04707 R04711 R04713 R04714;R04715 R04716 R04717 R04718 R04719 R04762 R04763 R04764;R04772 R04858 R04866 R04867 R04881 R04887 R04905 R04931;R04981 R04983 R04988 R04990 R04993 R04994 R05035 R05122;R05123 R05149 R05162 R05179 R05180 R05181 R05182 R05211;R05212 R05213 R05214 R05216 R05219 R05303 R05323 R05520;R05532 R05614 R05673 R05674 R05676 R05754 R05755 R05756;R05757 R05759 R05760 R05763 R05764 R05776 R05808 R05809;R05810 R05811 R05813 R05834 R05881 R05885 R06427 R06439;R06456 R06476 R06477 R06478 R06479 R06564 R06574 R06575;R06576 R06577 R06578 R06627 R06675 R06680 R06687 R06693;R06703 R06713 R06715 R06719 R06767 R06771 R06774 R06778;R06794 R06807 R06815 R06816 R06824 R06859 R06868 R06869;R06998 R07232 R07233 R07234 R07235 R07236 R07237 R07238;R07239 R07240 R07241 R07242 R07243 R07244 R07251 R07330;R07375 R07481 R07501 R07504 R07521 R07524 R07527 R07529;R07533 R07535 R07722 R07724 R07750 R07773 R07774 R07775;R07917 R07919 R07920 R07921 R07922 R08004 R08147 R08151;R08236 R08239 R08246 R08410 R08437 R08441 R08446 R08449;R08455 R08465 R08467 R08468 R08469 R08537 R08538 R08547;R08769 R08771 R08774 R08781 R08787 R08788 R08789 R08791;R08794 R08803 R08804 R08932 R08933 R08973 R08987 R09063;R09073 R09177 R09189 R09191 R09200 R09369 R09370 R09371;R09523 R09543 R09569 R09611 R09612 R09613 R09678 R09679;R09736 R09737 R09791 R09792 R09821 R09822 R09823 R09856;R09870 R09871 R09872 R09939 R09940 R10060 R10061 R10062;R10166 R10167 R10168 R10169 R10195 R10196 R10197 R10198;R10199 R10250 R10251 R10252 R10306 R10307 R10403 R10404;R10431 R10447 R10448 R10449 R10450 R10451 R10452 R10454;R10472 R10491 R10492 R10495 R10497 R10498 R10523 R10524;R10586 R10587 R10588 R10605 R10606 R10645 R10647 R10649;R10651 R10652 R10654 R10658 R10680 R10709 R10710 R10716;R10806 R10812 R10824 R10956 R10957 R10958 R10959 R10962;R10963 R10964 R11020 R11041 R11045 R11165 R11191 R11192;R11193 R11216 R11217 R11218 R11219 R11220 R11221 R11230;R11292 R11371 R11413 R11416 R11445 R11452 R11453 R11469;R11476 R11507 R11508 R11509 R11520 R11521 R11533 R11534;R11545 R11546 R11580 R11595 R11596 R11670 R11681 R11685;R11686 R11692 R11697 R11698 R11699 R11700 R11731 R11740;R11778 R11779 R11780 R11797 R11798 R11799 R11800 R11934;R11935 R11936 R11953 R11954 R12011 R12138 R12157 R12158;R12213,,CAS: 979-92-0;PubChem: 3323;ChEBI: 16680;ChEMBL: CHEMBL142828 CHEMBL418052;KNApSAcK: C00007230;PDB-CCD: SAH SAO;3DMET: B01134;NIKKAJI: J14.397I
C00705,C9H15N3O10P2,387.177,387.0233,Pyrimidine metabolism;Metabolic pathways,dCDP;2'-Deoxycytidine diphosphate;2'-Deoxycytidine 5'-diphosphate,R01665 R01667 R02024 R02326 R02327 R02371,R01665 R01667 R02024 R02326 R02327 R02371,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00705  dCDP,CAS: 800-73-7;PubChem: 3972;ChEBI: 28846;PDB-CCD: YYY;3DMET: B01317;NIKKAJI: J247.701G
C00363,C10H16N2O11P2,402.1884,402.0229,Pyrimidine metabolism;Metabolic pathways,dTDP;Deoxythymidine 5'-diphosphate,R02092 R02093 R02094 R02095 R02096 R02097 R04222 R05530;R05531 R06443 R06450 R06451 R06452 R06455 R06457 R06460;R06461 R06484 R06485 R06486 R06487 R06488 R06489 R06490;R06491 R06492 R06493 R06494 R06495 R06496 R06497 R06498;R06499 R06506 R06659 R06660 R06662 R06664 R06666 R06667;R06668 R06684 R06716 R06717 R06718 R06767 R06770 R06773;R08857 R09331 R09332 R09345 R09351 R09352 R10175 R10303;R10595 R10833 R10874 R10876 R10955 R11122 R11417 R11418;R11420 R11421 R11422 R11423 R12077,R02092 R02093 R02094 R02095 R02096 R02097 R04222 R05530;R05531 R06443 R06450 R06451 R06452 R06455 R06457 R06460;R06461 R06484 R06485 R06486 R06487 R06488 R06489 R06490;R06491 R06492 R06493 R06494 R06495 R06496 R06497 R06498;R06499 R06506 R06659 R06660 R06662 R06664 R06666 R06667;R06668 R06684 R06716 R06717 R06718 R06767 R06770 R06773;R08857 R09331 R09332 R09345 R09351 R09352 R10175 R10303;R10595 R10833 R10874 R10876 R10955 R11122 R11417 R11418;R11420 R11421 R11422 R11423 R12077,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00363  dTDP,CAS: 491-97-4;PubChem: 3654;ChEBI: 18075;ChEMBL: CHEMBL259724;KNApSAcK: C00019696;PDB-CCD: TYD;3DMET: B01229;NIKKAJI: J247.693B
C00112,C9H15N3O11P2,403.1764,403.0182,Pyrimidine metabolism;Metabolic pathways,CDP;Cytidine 5'-diphosphate;Cytidine diphosphate,R00440 R00512 R00514 R00569 R00570 R00572 R00767 R01018;R02024 R03237 R04581 R08574 R09849 R09850 R09944 R10659,R00440 R00512 R00514 R00569 R00570 R00572 R00767 R01018;R02024 R03237 R04581 R08574 R09849 R09850 R09944 R10659,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00112  CDP,CAS: 63-38-7;PubChem: 3412;ChEBI: 17239;ChEMBL: CHEMBL425252;PDB-CCD: CDP;3DMET: B01162;NIKKAJI: J150.290E
C00015,C9H14N2O12P2,404.1612,404.0022,Pyrimidine metabolism;Zeatin biosynthesis;Metabolic pathways;Neuroactive ligand-receptor interaction,UDP;Uridine 5'-diphosphate,R00155 R00156 R00157 R00158 R00159 R00292 R00414 R00417;R00438 R00503 R00506 R00516 R00659 R00766 R00769 R00806;R00809 R00836 R00853 R00854 R00967 R01005 R01008 R01192;R01205 R01240 R01304 R01383 R01472 R01474 R01497 R01500;R01722 R01912 R01928 R01994 R01995 R01996 R01997 R02018;R02113 R02118 R02119 R02158 R02179 R02183 R02256 R02335;R02358 R02380 R02388 R02389 R02478 R02502 R02594 R02654;R02689 R02691 R02707 R02709 R02716 R02717 R02737 R02789;R02790 R02791 R02889 R02897 R02902 R02932 R02951 R03078;R03079 R03091 R03094 R03118 R03190 R03213 R03238 R03267;R03268 R03297 R03354 R03380 R03486 R03490 R03513 R03514;R03526 R03547 R03548 R03558 R03565 R03573 R03574 R03588;R03589 R03594 R03605 R03625 R03679 R03680 R03681 R03686;R03710 R03797 R03880 R03928 R03981 R03996 R04005 R04016;R04041 R04071 R04108 R04127 R04182 R04296 R04322 R04334;R04335 R04343 R04352 R04353 R04354 R04359 R04377 R04423;R04431 R04451 R04469 R04477 R04491 R04493 R04494 R04495;R04526 R04531 R04548 R04575 R04577 R04579 R04584 R04603;R04606 R04607 R04610 R04615 R04619 R04631 R04636 R04642;R04644 R04645 R04653 R04654 R04659 R04662 R04665 R04683;R04900 R04948 R05032 R05080 R05083 R05107 R05108 R05109;R05110 R05111 R05164 R05191 R05324 R05325 R05327 R05566;R05631 R05662 R05769 R05882 R06047 R06048 R06534 R06535;R06536 R06546 R06547 R06611 R06795 R06802 R06803 R06804;R06805 R06808 R06810 R06811 R06812 R06813 R06814 R06818;R06819 R06820 R06826 R06827 R06828 R06829 R06867 R07106;R07258 R07259 R07260 R07266 R07332 R07333 R07334 R07335;R07336 R07337 R07338 R07339 R07340 R07397 R07426 R07574;R07575 R07661 R07718 R07720 R07729 R07740 R07753 R07874;R07875 R07877 R07878 R07879 R07903 R07911 R07912 R07913;R07914 R07923 R07932 R08006 R08007 R08013 R08021 R08022;R08075 R08076 R08128 R08164 R08259 R08261 R08262 R08263;R08369 R08533 R08534 R08615 R08661 R08668 R08687 R08813;R08814 R08816 R08817 R08822 R08824 R08830 R08839 R08859;R08894 R08900 R09426 R09427 R09428 R09529 R09634 R09635;R09636 R09676 R09677 R09732 R09753 R09754 R09755 R09757;R09758 R09759 R09802 R09803 R09804 R09834 R09857 R10037;R10063 R10096 R10187 R10188 R10240 R10256 R10257 R10262;R10263 R10264 R10265 R10290 R10291 R10292 R10293 R10294;R10295 R10424 R10425 R10426 R10427 R10432 R10433 R10434;R10435 R10436 R10440 R10594 R10596 R10607 R10609 R10620;R10638 R10639 R10804 R10807 R10834 R10835 R10850 R10865;R10988 R10989 R10990 R11115 R11224 R11241 R11271 R11272;R11278 R11282 R11289 R11306 R11599 R11714 R11879 R11939;R11972 R12014 R12036 R12037 R12045 R12046 R12047 R12088;R12100 R12160,R00155 R00156 R00157 R00158 R00159 R00292 R00414 R00417;R00438 R00503 R00506 R00516 R00659 R00766 R00769 R00806;R00809 R00836 R00853 R00854 R00967 R01005 R01008 R01192;R01205 R01240 R01304 R01383 R01472 R01474 R01497 R01500;R01722 R01912 R01928 R01994 R01995 R01996 R01997 R02018;R02113 R02118 R02119 R02158 R02179 R02183 R02256 R02335;R02358 R02380 R02388 R02389 R02478 R02502 R02594 R02654;R02689 R02691 R02707 R02709 R02716 R02717 R02737 R02789;R02790 R02791 R02889 R02897 R02902 R02932 R02951 R03078;R03079 R03091 R03094 R03118 R03190 R03213 R03238 R03267;R03268 R03297 R03354 R03380 R03486 R03490 R03513 R03514;R03526 R03547 R03548 R03558 R03565 R03573 R03574 R03588;R03589 R03594 R03605 R03625 R03679 R03680 R03681 R03686;R03710 R03797 R03880 R03928 R03981 R03996 R04005 R04016;R04041 R04071 R04108 R04127 R04182 R04296 R04322 R04334;R04335 R04343 R04352 R04353 R04354 R04359 R04377 R04423;R04431 R04451 R04469 R04477 R04491 R04493 R04494 R04495;R04526 R04531 R04548 R04575 R04577 R04579 R04584 R04603;R04606 R04607 R04610 R04615 R04619 R04631 R04636 R04642;R04644 R04645 R04653 R04654 R04659 R04662 R04665 R04683;R04900 R04948 R05032 R05080 R05083 R05107 R05108 R05109;R05110 R05111 R05164 R05191 R05324 R05325 R05327 R05566;R05631 R05662 R05769 R05882 R06047 R06048 R06534 R06535;R06536 R06546 R06547 R06611 R06795 R06802 R06803 R06804;R06805 R06808 R06810 R06811 R06812 R06813 R06814 R06818;R06819 R06820 R06826 R06827 R06828 R06829 R06867 R07106;R07258 R07259 R07260 R07266 R07332 R07333 R07334 R07335;R07336 R07337 R07338 R07339 R07340 R07397 R07426 R07574;R07575 R07661 R07718 R07720 R07729 R07740 R07753 R07874;R07875 R07877 R07878 R07879 R07903 R07911 R07912 R07913;R07914 R07923 R07932 R08006 R08007 R08013 R08021 R08022;R08075 R08076 R08128 R08164 R08259 R08261 R08262 R08263;R08369 R08533 R08534 R08615 R08661 R08668 R08687 R08813;R08814 R08816 R08817 R08822 R08824 R08830 R08839 R08859;R08894 R08900 R09426 R09427 R09428 R09529 R09634 R09635;R09636 R09676 R09677 R09732 R09753 R09754 R09755 R09757;R09758 R09759 R09802 R09803 R09804 R09834 R09857 R10037;R10063 R10096 R10187 R10188 R10240 R10256 R10257 R10262;R10263 R10264 R10265 R10290 R10291 R10292 R10293 R10294;R10295 R10424 R10425 R10426 R10427 R10432 R10433 R10434;R10435 R10436 R10440 R10594 R10596 R10607 R10609 R10620;R10638 R10639 R10804 R10807 R10834 R10835 R10850 R10865;R10988 R10989 R10990 R11115 R11224 R11241 R11271 R11272;R11278 R11282 R11289 R11306 R11599 R11714 R11879 R11939;R11972 R12014 R12036 R12037 R12045 R12046 R12047 R12088;R12100 R12160,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00015  UDP,CAS: 58-98-0;PubChem: 3317;ChEBI: 17659;ChEMBL: CHEMBL130266;KNApSAcK: C00007313;PDB-CCD: UDP;3DMET: B01132;NIKKAJI: J4.595K
C00206,C10H15N5O9P2,411.2017,411.0345,Purine metabolism;Metabolic pathways,dADP;2'-Deoxyadenosine 5'-diphosphate,R01137 R01138 R01139 R01140 R01330 R01547 R01548 R01549;R01965 R02017 R02850 R02868,R01137 R01138 R01139 R01140 R01330 R01547 R01548 R01549;R01965 R02017 R02850 R02868,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00206  dADP,CAS: 2793-06-8;PubChem: 3506;ChEBI: 16174;PDB-CCD: DAT;3DMET: B01188;NIKKAJI: J247.700I
